state,age,i_urban,i_citizen,i_noenglish,i_only_english,i_drive_to_work,i_asian,i_black,i_indigenous,i_white,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting,weights
LA,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2.3,0,1,392,424,32,7.057099701239095e-8
LA,61,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,25.399,1,1,542,679,137,7.092737680842495e-8
LA,44,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3.5,1,1,275,319,44,7.107639334937014e-8
LA,43,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,6,1,1,275,334,59,7.104656528246443e-8
LA,61,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5.5,1,1,302,309,7,7.089761061261694e-8
LA,48,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5.5,1,1,512,544,32,7.215849538855523e-8
LA,52,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,5,1,1,302,334,32,7.049111528823335e-8
LA,32,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.86,1,1,437,454,17,7.080838615753346e-8
LA,70,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,6.42,1,1,75,84,9,7.040144508325824e-8
LA,24,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2.2,1,1,442,464,22,7.345148341279231e-8
LA,29,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0.28,0,1,502,519,17,7.004387933225685e-8
LA,48,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,3,1,1,392,414,22,7.137535629865423e-8
LA,57,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,38.3,1,1,452,469,17,7.001416254091186e-8
LA,42,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,4,1,1,422,434,12,7.080838615753346e-8
LA,59,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,12,1,1,725,924,199,7.089761061261694e-8
LA,28,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1.4,0,0,512,544,32,6.983612071787749e-8
LA,50,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,4.36,1,1,317,379,62,7.279723294781607e-8
LA,27,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0.7,0,1,452,469,17,6.980649018711434e-8
LA,42,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3.6,0,1,472,479,7,7.125562211350995e-8
LA,63,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,11,1,1,452,479,27,7.122571963150706e-8
LA,36,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4,0,1,512,524,12,7.127295456251613e-8
LA,50,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,12.01,1,1,302,349,47,7.074896491314156e-8
LA,60,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.79,1,1,875,884,9,7.004387933225685e-8
LA,32,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1.5,0,1,1185,1194,9,7.332703448360361e-8
LA,60,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.8,1,1,452,484,32,7.098694629700881e-8
LA,28,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4.7,1,1,392,444,52,7.007360846702485e-8
LA,24,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0.1,0,0,347,369,22,7.325689656681515e-8
LA,51,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,8.3,1,1,275,364,89,7.048217921456996e-8
LA,76,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,16.8,1,1,482,489,7,7.067079119250945e-8
LA,38,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,5.5,1,1,1095,1104,9,7.040144508325824e-8
LA,50,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,4.5,1,1,362,384,22,7.02522427747814e-8
LA,59,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,6.8,1,1,407,439,32,7.107639334937014e-8
LA,37,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,9,1,1,482,494,12,7.010334995034295e-8
LA,48,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1.75,1,1,615,629,14,7.068959300145283e-8
LA,53,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2.5,1,1,392,414,22,7.016286998314834e-8
LA,34,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3,0,1,382,444,62,7.27387169801249e-8
LA,36,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,6.4,1,1,362,409,47,7.02224394717322e-8
LA,31,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,4.5,1,1,482,484,2,7.054137878411082e-8
LA,61,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,3.36,1,1,422,459,37,7.007360846702485e-8
LA,64,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.01,1,1,422,439,17,7.055095751905751e-8
LA,46,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.8,1,1,225,249,24,7.098694629700881e-8
LA,30,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,4,1,1,422,439,17,7.534538238897618e-8
LA,56,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,4.8,1,1,302,349,47,7.623554644341042e-8
LA,35,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,9.7,1,1,432,459,27,7.06302703815103e-8
LA,33,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,6,1,1,295,324,29,7.057099701239095e-8
LA,34,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5.8,1,1,482,509,27,7.019264854290044e-8
LA,40,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,4.5,1,1,482,544,62,7.098694629700881e-8
LA,30,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,4.4,1,1,245,304,59,7.055095751905751e-8
LA,46,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,8.5,1,1,352,364,12,7.016286998314834e-8
LA,34,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.3,1,1,462,484,22,7.06302703815103e-8
LA,38,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1.85,0,1,482,529,47,7.191662827329241e-8
LA,57,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2.8,1,1,422,434,12,7.107639334937014e-8
LA,53,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.5,1,1,302,504,202,7.040144508325824e-8
LA,32,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,10.3,1,1,482,494,12,7.342035179726978e-8
LA,51,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3.25,1,0,905,919,14,7.057099701239095e-8
LA,28,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,2.1,0,1,905,934,29,8.29424768642216e-8
LA,53,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2.4,1,1,302,319,17,7.068959300145283e-8
LA,37,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.07,1,1,1155,1164,9,7.013310378734034e-8
LA,25,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.8,1,1,1065,1074,9,7.076079717069176e-8
LA,71,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,9.7,1,1,512,574,62,7.137535629865423e-8
LA,32,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,10.002,1,1,452,474,22,7.163666056004703e-8
LA,65,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,5,1,1,392,404,12,7.065992553257177e-8
LA,39,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0.9601,1,1,362,369,7,7.143529801778605e-8
LA,49,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1.8,1,1,422,444,22,7.379478581867878e-8
LA,65,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2.75,1,1,422,429,7,7.074896491314156e-8
LA,36,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,37.6,1,1,452,479,27,6.977687195883421e-8
LA,60,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7.5,1,1,245,254,9,7.215849538855523e-8
LA,28,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,4.7,1,1,452,484,32,7.155533091591941e-8
LA,69,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.7,1,1,392,429,37,7.016286998314834e-8
LA,59,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,10.5,1,1,482,499,17,7.169745463566216e-8
LA,48,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.2,0,1,905,934,29,7.188645134406083e-8
ME,43,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,3.5,0,1,497,514,17,7.215849538855523e-8
ME,42,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.7,1,1,587,609,22,7.077866936618847e-8
ME,51,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,3,1,1,422,439,17,7.048217921456996e-8
ME,63,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7.2,1,1,422,434,12,7.054137878411082e-8
ME,54,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,6.8,1,1,275,284,9,7.057099701239095e-8
ME,75,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,9.83,1,1,422,434,12,7.034172698064263e-8
ME,34,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,3,1,1,457,479,22,7.074896491314156e-8
ME,60,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.95,1,0,275,284,9,7.098694629700881e-8
ME,40,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2.13,0,1,467,504,37,7.068959300145283e-8
ME,36,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.24,1,0,332,394,62,7.095715536817704e-8
ME,46,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,8.5,1,1,105,109,4,7.604392467614343e-8
ME,45,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.2,1,1,302,324,22,7.11958295649003e-8
ME,49,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1.1,1,1,407,429,22,7.149528954307963e-8
ME,59,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,3,1,1,422,449,27,7.074896491314156e-8
ME,61,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2.9,1,1,422,439,17,7.028205845718783e-8
ME,64,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,3.005,1,1,422,469,47,7.077866936618847e-8
ME,60,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.12,1,0,482,524,42,7.06302703815103e-8
ME,56,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0.29,1,1,422,434,12,7.054137878411082e-8
ME,32,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5.5,1,1,452,494,42,7.121251291533499e-8
ME,56,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2,1,1,392,454,62,7.095715536817704e-8
ME,56,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,5,0,1,422,469,47,7.065992553257177e-8
ME,37,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,3,1,0,377,389,12,7.065992553257177e-8
ME,40,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8.5,1,1,302,324,22,7.240116738532364e-8
ME,56,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2.54,0,1,542,549,7,7.128553701606593e-8
ME,33,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,5.75,1,1,542,564,22,7.140532093503511e-8
ME,42,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,2.9,1,1,75,119,44,7.065992553257177e-8
ME,45,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,10.5,1,1,362,409,47,7.077866936618847e-8
ME,55,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.8,1,1,352,379,27,7.007360846702485e-8
ME,42,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7.5,1,1,407,414,7,7.071927279326992e-8
ME,64,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.5,1,0,437,464,27,7.061084947337763e-8
ME,41,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5.6,1,1,392,424,32,7.1016749600058e-8
MD,33,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7,1,1,905,919,14,7.049111528823335e-8
MD,66,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,12.6,1,1,542,584,42,7.016286998314834e-8
MD,61,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,8.92,1,1,482,534,52,7.130319421658324e-8
MD,59,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,12.35,1,1,497,529,32,7.001416254091186e-8
MD,47,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1.6,1,0,422,454,32,7.170565270292911e-8
MD,63,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1.8,1,1,542,554,12,7.140532093503511e-8
MD,45,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,5.2,1,1,422,454,32,7.001416254091186e-8
MD,27,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,3,1,1,422,464,42,7.013310378734034e-8
MD,66,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,3.08,1,1,362,389,27,6.992508617617623e-8
MD,71,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,15.02,1,1,552,574,22,7.034172698064263e-8
MD,47,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,11,1,1,362,389,27,6.989541870729517e-8
MD,31,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,5.4,1,1,377,419,42,7.109178011889822e-8
MD,31,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,9.538,1,1,502,574,72,7.243093569493115e-8
MD,46,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,7,1,1,452,479,27,7.013310378734034e-8
MD,38,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,8.02,1,1,482,529,47,7.034172698064263e-8
MD,36,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,6.201,1,1,482,499,17,6.98657635562337e-8
MD,57,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,13.001,1,1,422,444,22,7.031188652409353e-8
MD,50,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,8,1,1,332,394,62,7.02224394717322e-8
MD,50,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,9.402,1,1,275,299,24,7.007360846702485e-8
MD,40,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.7,1,1,605,619,14,7.085091535244759e-8
MD,60,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,4.35,1,1,492,509,17,7.040144508325824e-8
MD,27,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1.3,1,1,905,934,29,7.010334995034295e-8
MD,62,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,8.4,1,1,332,354,22,6.989541870729517e-8
MD,65,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,3.17,1,1,422,469,47,7.001416254091186e-8
MD,62,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,5.01,1,1,302,379,77,7.001416254091186e-8
MD,61,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,6.3,1,1,245,259,14,7.010334995034295e-8
MD,49,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2.91,1,1,542,554,12,7.034172698064263e-8
MD,28,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,4.5,1,1,1305,1319,14,6.989541870729517e-8
MD,50,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,4.8,1,1,422,474,52,7.184966091699516e-8
MD,50,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0.9,1,1,542,564,22,7.137535629865423e-8
MD,40,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,5,1,1,452,499,47,7.221624803937868e-8
MD,40,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4,1,1,482,499,17,7.02522427747814e-8
MD,47,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7.5,1,1,317,339,22,7.007360846702485e-8
MD,35,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1.5,1,1,422,464,42,7.12427274638377e-8
MD,34,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0.5,1,1,352,364,12,6.992508617617623e-8
MD,42,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,13,1,1,512,534,22,7.079082409064281e-8
MD,29,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,12,1,1,437,459,22,7.163666056004703e-8
MD,57,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,18,1,1,377,439,62,6.998445808786496e-8
MD,50,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,14.1,1,1,512,539,27,7.007360846702485e-8
MD,38,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2.5,1,1,1055,1064,9,7.03715798319814e-8
MD,43,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,4.4,1,1,392,474,82,7.118231091179724e-8
MD,53,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,3.7,1,1,362,389,27,7.445455212514751e-8
MD,60,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1.41,1,1,1035,1049,14,7.082086348283455e-8
MD,26,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,755,784,29,7.206328136188138e-8
MD,62,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0.6,1,1,452,474,22,7.116595190853484e-8
MD,43,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,3.5,0,1,332,364,32,7.016286998314834e-8
MD,53,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3.84,1,1,392,409,17,7.052103019078933e-8
MD,45,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,3.5,0,1,362,424,62,7.197165369784371e-8
MD,53,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,7,1,1,302,324,22,7.439146905216328e-8
MD,35,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,11,1,1,512,524,12,7.040144508325824e-8
MD,43,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,10.3,1,1,905,934,29,6.998445808786496e-8
MD,52,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,7.51,1,1,945,949,4,7.019264854290044e-8
MD,38,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.28,1,1,1295,1339,44,7.007360846702485e-8
MD,25,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,3.89,1,0,605,624,19,7.079082409064281e-8
MD,27,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4,1,1,452,479,27,7.02224394717322e-8
MD,24,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,3.8,1,1,582,599,17,7.019264854290044e-8
MD,50,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,20.02,1,1,362,394,32,7.076079717069176e-8
MD,67,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,11,1,1,452,479,27,7.007360846702485e-8
MD,30,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4.74,1,1,482,574,92,7.160628245202988e-8
MD,55,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,3.68,1,1,407,469,62,7.013310378734034e-8
MD,56,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,4,1,1,302,349,47,7.137535629865423e-8
MD,30,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1115,1144,29,7.013310378734034e-8
MD,39,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0.27,1,1,572,579,7,6.980649018711434e-8
MD,71,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,12.1,1,1,317,344,27,7.028205845718783e-8
MD,53,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,7.18,1,1,392,454,62,7.019264854290044e-8
MD,34,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7.9,1,1,467,509,42,7.130319421658324e-8
MD,36,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,8,1,1,387,394,7,7.11521214480158e-8
MD,33,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5.6,1,1,422,449,27,7.03715798319814e-8
MD,56,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7,1,1,437,464,27,6.998445808786496e-8
MD,25,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.8,1,1,935,979,44,7.04313227396237e-8
MD,43,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0.27,1,1,905,914,9,7.03715798319814e-8
MD,51,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,14.92,1,1,482,509,27,7.004387933225685e-8
MD,50,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,9.4,1,1,362,414,52,6.992508617617623e-8
MD,46,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,6,1,1,482,504,22,7.004387933225685e-8
MD,55,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,4.7,1,1,275,304,29,6.998445808786496e-8
MD,29,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,5,1,1,522,539,17,8.45358977020457e-8
MD,46,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,6,1,1,665,754,89,7.034172698064263e-8
MD,32,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,6.5,1,1,422,454,32,7.061084947337763e-8
MD,71,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,22.6,1,1,392,409,17,7.388868624218232e-8
MD,53,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,2.5,1,1,362,379,17,7.010334995034295e-8
MD,35,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2.2,1,1,362,384,22,6.974726602792917e-8
MD,52,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,3.5,1,1,542,544,2,7.499287895747834e-8
MD,51,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3,1,1,402,409,7,7.154556406938144e-8
MD,58,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,9,1,1,482,529,47,7.121251291533499e-8
MD,65,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,4.5,1,1,422,454,32,7.013310378734034e-8
MD,58,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,11.5,1,1,482,514,32,7.001416254091186e-8
MD,59,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,8,1,1,392,419,27,6.992508617617623e-8
MD,30,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1.3,1,1,905,914,9,7.09110565446706e-8
MD,59,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,13,1,1,422,429,7,7.010334995034295e-8
MD,57,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1.8,1,1,362,384,22,6.989541870729517e-8
MD,54,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,48.5,1,1,407,444,37,7.013310378734034e-8
MD,56,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2.83,1,1,302,349,47,7.095715536817704e-8
MD,27,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,4,1,1,487,514,27,7.110623380591924e-8
MD,27,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4,1,1,422,449,27,7.019264854290044e-8
MD,71,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,7.16,1,1,347,399,52,7.329595453880036e-8
MD,55,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,13.4,1,1,302,344,42,7.145458100035381e-8
MD,62,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,5.5,1,1,392,414,22,6.998445808786496e-8
MD,34,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,4.2,1,1,482,499,17,7.055095751905751e-8
MD,42,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.24,1,1,512,534,22,7.013310378734034e-8
MD,25,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,3,1,1,437,454,17,7.085091535244759e-8
MD,31,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7.5,1,1,452,469,17,6.989541870729517e-8
MD,32,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.5,1,1,665,694,29,7.001416254091186e-8
MD,28,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6.3,1,1,392,454,62,7.007360846702485e-8
MD,25,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2,1,1,422,444,22,7.110623380591924e-8
MD,53,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,3.9,1,1,482,514,32,7.055095751905751e-8
MD,49,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,3,1,1,302,354,52,6.998445808786496e-8
MD,52,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,2.115,1,1,552,599,47,7.07007807268003e-8
MD,32,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,8.33,1,1,392,424,32,7.013310378734034e-8
MD,62,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,5,1,1,725,754,29,7.121251291533499e-8
MD,30,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,10,1,1,392,404,12,7.04313227396237e-8
MD,35,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,10.52,1,1,995,1039,44,7.06302703815103e-8
MD,78,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,12.16,1,1,527,539,12,7.252313591072986e-8
MD,61,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,14.91,1,1,422,459,37,7.065992553257177e-8
MD,35,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,7.2,1,1,512,574,62,7.055095751905751e-8
MD,43,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,6,1,1,422,444,22,7.07007807268003e-8
MD,64,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,6.6,1,1,482,504,22,7.013310378734034e-8
MD,55,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,52.1,1,1,482,514,32,7.007360846702485e-8
MD,51,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,11.9,1,1,322,384,62,7.197165369784371e-8
MD,52,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,5.003,1,1,285,329,44,6.983612071787749e-8
MD,47,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,11.2,1,1,542,554,12,7.010334995034295e-8
MD,51,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,7.7,1,1,542,604,62,7.458087556369957e-8
MD,32,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,4.88,1,1,582,614,32,7.046121280623046e-8
MD,63,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,4.8,1,1,362,409,47,6.998445808786496e-8
MD,39,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,22.5,1,1,422,484,62,6.995476596799332e-8
MD,44,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.3,1,1,605,609,4,7.086785677561955e-8
MD,50,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,12.9,1,1,562,624,62,7.142427849107326e-8
MD,69,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1.8,1,1,542,574,32,7.001416254091186e-8
MD,53,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,4,1,1,542,574,32,7.007360846702485e-8
MD,39,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,13,1,1,422,484,62,7.007360846702485e-8
MD,28,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,4.8,1,1,1055,1114,59,7.031188652409353e-8
