state,marrno,age,i_urban,i_citizen,i_noenglish,i_only_english,i_drive_to_work,i_asian,i_black,i_indigenous,i_white,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting,education
AL,1,48,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,8,0,1,442,454,12,0
AL,1,38,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.4,1,1,452,484,32,0
AL,1,53,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.3,0,1,452,489,37,0
AL,2,47,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1.5,1,1,482,494,12,0
AR,1,37,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2.08,0,1,402,414,12,0
AR,1,25,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3.75,1,1,332,359,27,0
AR,0,48,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.05,1,1,377,394,17,0
CA,1,40,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,3.2,1,1,392,409,17,0
CA,1,72,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,9,1,0,795,834,39,0
CA,0,70,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.67,0,0,392,484,92,0
CA,1,57,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,6.3,1,1,472,484,12,0
CA,1,51,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,5.8,1,1,332,354,22,0
CA,1,65,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3.5,1,1,605,619,14,0
CA,1,59,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.2,1,1,725,744,19,0
CA,1,47,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3.05,1,1,542,554,12,0
CA,1,69,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4.82,1,1,512,534,22,0
CA,1,47,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,4.8,1,1,422,439,17,0
CA,1,26,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,3,1,1,432,464,32,0
CA,1,44,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.2,0,1,302,349,47,0
CA,1,63,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.6,1,1,245,264,19,0
CA,1,56,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,6.2,1,1,392,404,12,0
CA,0,31,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2.82,1,1,615,624,9,0
CA,1,41,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,275,294,19,0
CO,1,37,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.2,0,1,502,514,12,0
CT,2,65,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,3.61,1,1,407,434,27,0
FL,1,35,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,4,1,1,512,534,22,0
FL,1,49,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4.94,1,1,352,389,37,0
FL,1,51,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.52,1,1,635,679,44,0
FL,0,70,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4.8,1,1,482,544,62,0
FL,3,59,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,15.8,1,1,482,494,12,0
GA,0,50,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.72,1,1,392,399,7,0
GA,3,27,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2.6,0,0,785,799,14,0
ID,3,59,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3.4,0,1,482,484,2,0
IL,1,48,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,1,312,334,22,0
IL,2,52,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,5.7,1,1,302,334,32,0
IL,1,45,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2.3,1,1,482,504,22,0
IN,2,56,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,2.2,1,1,392,424,32,0
IN,0,65,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,10.8,1,0,377,384,7,0
IA,1,37,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2.75,0,1,482,514,32,0
KY,2,27,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2.5,0,0,467,479,12,0
LA,0,69,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1.09,1,NA,482,499,17,0
MD,1,48,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2.5,1,1,422,454,32,0
MA,2,43,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,8.3,1,1,1185,1214,29,0
MS,0,29,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2.5,1,1,452,464,12,0
MO,1,42,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0.5,0,1,332,344,12,0
MO,0,59,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1.5,1,1,497,514,17,0
NE,0,24,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0.53,0,1,452,484,32,0
NV,2,37,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,22.8,1,1,392,409,17,0
NV,1,48,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3.8,1,1,725,844,119,0
NH,2,59,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1.4,0,1,402,434,32,0
NJ,1,32,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,1,302,349,47,0
NJ,0,46,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.91,1,NA,497,519,22,0
NY,1,50,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,4,0,0,422,469,47,0
NY,0,40,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.91,0,1,332,374,42,0
NY,1,65,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.5,1,1,245,334,89,0
NY,2,44,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,2.6,1,1,512,589,77,0
NC,1,57,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,9,1,0,467,479,12,0
NC,1,30,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2,1,0,422,429,7,0
NC,1,43,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,0,1,482,529,47,0
NC,1,33,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0.068,1,1,905,919,14,0
OH,1,59,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,3,1,1,452,469,17,0
OH,1,34,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1.9,1,1,452,464,12,0
OK,1,40,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1.5,1,1,1305,1324,19,0
OK,0,32,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3.9,0,0,275,364,89,0
OK,1,48,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3.3,0,1,352,359,7,0
OR,1,38,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,5,1,1,342,364,22,0
PA,1,50,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,3.4,1,1,422,514,92,0
PA,1,64,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1.26,1,0,422,454,32,0
PA,1,29,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,452,484,32,0
PA,0,50,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,7.2,1,1,1295,1309,14,0
SC,0,29,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1.32,1,1,422,424,2,0
TX,1,44,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3.15,1,1,422,429,7,0
TX,0,58,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.8,0,0,362,379,17,0
TX,0,24,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0.57,1,1,452,464,12,0
TX,1,44,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.08,1,1,527,539,12,0
TX,1,24,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3.7,0,0,392,409,17,0
TX,1,68,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,4.85,1,1,875,889,14,0
TX,1,40,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.5,0,0,422,454,32,0
TX,1,55,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1.8,1,1,382,399,17,0
TX,1,51,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,6,0,1,542,554,12,0
VA,1,46,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2.4,1,1,362,374,12,0
VA,1,58,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1.66,1,1,392,409,17,0
VA,0,47,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.4,1,1,302,364,62,0
VA,0,26,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,3.5,1,1,482,529,47,0
VA,2,57,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2.3,1,1,785,829,44,0
VA,0,54,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,3.9,1,1,245,274,29,0
VA,0,47,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,4.68,0,0,482,504,22,0
VA,1,43,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0.6,1,1,422,444,22,0
VA,0,60,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.8,1,1,985,1004,19,0
WA,1,48,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,8,1,1,362,384,22,0
WA,1,47,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2.98,0,1,542,574,32,0
WI,1,39,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,4.25,0,1,302,344,42,0
AZ,1,49,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,4.2,1,1,452,469,17,4
CA,1,46,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1.3,1,1,245,264,19,4
CA,1,41,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,0,0,392,429,37,4
CA,1,63,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,542,554,12,4
CA,0,39,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.5,0,1,462,484,22,4
CA,1,55,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,6.5,1,1,302,424,122,4
CA,0,44,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2.9,1,1,482,499,17,4
FL,1,54,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,4,1,1,572,619,47,4
FL,1,58,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.56,1,1,572,584,12,4
GA,1,35,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2.4,0,0,422,459,37,4
GA,0,63,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2.4,1,0,482,519,37,4
KS,2,26,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,2,0,1,845,864,19,4
LA,1,50,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.9,0,1,392,424,32,4
NY,1,44,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0.4,1,1,605,624,19,4
NY,1,53,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3,0,1,392,504,112,4
NC,1,45,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1.5,1,1,845,874,29,4
NC,1,54,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1.68,1,1,332,359,27,4
PA,1,46,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,2,1,1,15,19,4,4
TN,0,50,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,3,0,1,422,454,32,4
TX,1,64,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,4.2,0,1,302,309,7,4
TX,1,57,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2.2,0,1,482,499,17,4
TX,0,43,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,6,0,1,452,494,42,4
WA,2,39,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,2.5,1,1,1055,1074,19,4
AL,1,66,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.83,1,1,362,394,32,8
AZ,1,61,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,1,332,354,22,8
AZ,3,67,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.96,1,1,407,419,12,8
AZ,0,28,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1.5,0,1,452,474,22,8
AR,0,32,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2.7,0,0,1085,1099,14,8
CA,0,30,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,302,329,27,8
CA,1,38,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2.62,0,1,452,469,17,8
CA,1,47,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2.6,0,1,392,409,17,8
CA,2,48,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1.2,1,1,302,309,7,8
CA,1,45,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0.7,1,0,542,604,62,8
CA,1,56,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2.17,1,1,905,954,49,8
CA,1,45,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2.2,1,1,935,949,14,8
CA,1,43,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.8,0,1,302,424,122,8
CA,1,40,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3.2,0,1,362,409,47,8
CA,1,48,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,1,0,302,304,2,8
CA,1,60,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3.89,0,1,302,304,2,8
CA,1,40,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1.8,0,1,422,484,62,8
CA,1,45,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1.2,1,1,582,604,22,8
CA,1,56,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,2.52,1,1,332,344,12,8
CA,0,60,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1.22,1,1,785,799,14,8
CA,1,42,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,4.2,1,1,367,404,37,8
CA,1,53,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6,1,1,362,384,22,8
CA,1,44,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3,1,1,407,424,17,8
CA,1,50,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.6,1,1,332,369,37,8
CA,1,35,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.5,0,1,1325,1354,29,8
CA,1,67,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,1,542,559,17,8
CA,1,46,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,1,185,204,19,8
CA,2,58,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,3,1,1,422,514,92,8
CA,0,38,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,4.5,0,0,302,349,47,8
CA,1,61,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.8,1,1,645,674,29,8
CA,1,65,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,3.5,1,1,422,469,47,8
CA,0,49,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3.2,1,1,755,784,29,8
CA,1,44,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,4,0,1,482,499,17,8
CA,1,36,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.08,0,1,605,634,29,8
CA,0,58,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,1,1,362,389,27,8
CA,1,50,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4.8,1,1,735,859,124,8
CA,0,56,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1.923,1,1,482,504,22,8
CO,1,37,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.8,0,1,245,284,39,8
CO,1,52,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3.4,1,1,362,374,12,8
CT,0,39,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.2,0,1,447,479,32,8
DC,1,49,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,302,349,47,8
FL,0,53,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1.44,1,NA,307,339,32,8
FL,2,75,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,40.6,1,1,467,479,12,8
FL,1,55,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2.2,0,1,245,284,39,8
FL,2,52,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1.88,0,1,487,504,17,8
FL,1,37,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1.5,1,1,332,374,42,8
FL,2,81,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0.37,1,1,512,544,32,8
FL,2,31,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0.19,1,1,665,679,14,8
GA,1,38,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.76,0,1,245,289,44,8
GA,0,40,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.02,1,1,392,464,72,8
GA,1,45,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2.1,0,0,402,419,17,8
GA,0,33,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,422,474,52,8
GA,1,48,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5,0,1,605,634,29,8
IL,1,54,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,1,512,539,27,8
IL,1,39,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,392,414,22,8
IL,1,50,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,7.14,1,1,245,304,59,8
IL,1,50,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,12.5,1,1,245,289,44,8
IN,1,69,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2.77,1,1,392,424,32,8
IN,0,24,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,6,0,1,317,329,12,8
IN,1,54,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,0,347,364,17,8
IN,2,43,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,12.63,1,1,635,639,4,8
IN,3,61,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1.5,1,1,422,469,47,8
IA,1,66,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1.5,1,0,1325,1329,4,8
KY,3,60,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,362,374,12,8
LA,2,61,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,5.53,1,0,245,274,29,8
MD,1,43,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,4.46,1,1,332,454,122,8
MD,0,42,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4.8,1,1,362,384,22,8
MD,2,57,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,3.2,1,1,422,444,22,8
MD,1,60,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,4.7,1,1,367,434,67,8
MA,1,58,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,5.15,1,1,392,409,17,8
MI,1,53,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,3.5,0,1,482,504,22,8
MN,1,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,1,1,372,389,17,8
MS,1,55,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,2.65,1,0,392,424,32,8
MO,1,52,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3.5,0,1,362,384,22,8
NE,1,47,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2.7,1,1,422,444,22,8
NV,1,40,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1.3,0,1,422,444,22,8
NV,1,48,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,3.3,1,1,935,964,29,8
NV,1,50,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1.8,1,0,422,444,22,8
NJ,1,32,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.6,0,1,482,504,22,8
NJ,1,32,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.68,0,1,432,449,17,8
NJ,0,39,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3.64,1,1,332,364,32,8
NJ,0,32,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,482,514,32,8
NY,0,39,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.2,0,1,437,454,17,8
NY,1,39,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2.5,1,1,482,509,27,8
NY,0,27,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.4,1,1,1095,1109,14,8
NY,1,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,0,1,422,454,32,8
NY,1,81,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,10.9,1,0,275,279,4,8
NY,1,60,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3.7,1,1,512,544,32,8
NY,0,28,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2.1,1,1,482,504,22,8
NY,1,31,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,10,1,1,512,604,92,8
NY,1,49,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3.1,1,1,422,494,72,8
NC,1,50,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5,1,0,275,334,59,8
NC,0,36,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1.2,0,0,362,394,32,8
OH,1,53,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,245,274,29,8
OH,0,24,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.426,0,0,665,684,19,8
OK,1,56,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,9.62,1,1,407,454,47,8
OR,0,36,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1.6,1,1,362,394,32,8
OR,1,49,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4.9,1,1,352,414,62,8
PA,3,68,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,4.09,1,1,362,364,2,8
RI,2,64,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,4.3,1,1,302,334,32,8
SC,1,51,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3,1,1,1355,1374,19,8
SC,1,33,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,1,362,414,52,8
TN,2,51,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,2.48,1,1,392,404,12,8
TN,1,32,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3.94,1,1,362,414,52,8
TN,3,49,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,3,1,0,815,829,14,8
TX,1,49,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1.61,1,1,572,604,32,8
TX,1,30,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1.5,1,1,317,334,17,8
TX,1,36,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,3.2,0,0,362,384,22,8
TX,1,48,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2.6,0,1,542,574,32,8
TX,1,40,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,1,1,392,424,32,8
TX,1,41,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.09,0,0,362,394,32,8
TX,0,41,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1.32,0,0,392,449,57,8
TX,1,50,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,1,1,362,404,42,8
TX,1,61,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,3,1,1,362,404,42,8
TX,1,64,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4.16,0,1,452,499,47,8
TX,1,45,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4,1,1,362,404,42,8
TX,1,61,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,3,1,1,352,369,17,8
TX,1,59,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0.75,1,0,1325,1344,19,8
TX,3,66,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1.84,1,0,412,439,27,8
TX,1,28,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,302,349,47,8
TX,1,43,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0.2,1,1,1025,1049,24,8
TX,1,46,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.28,1,1,725,739,14,8
TX,2,51,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,2.5,0,0,472,474,2,8
TX,1,70,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.7,1,0,377,394,17,8
TX,1,38,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,5.108,0,0,512,574,62,8
TX,1,63,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2.8,1,1,497,524,27,8
TX,1,59,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1.92,0,1,422,429,7,8
TX,2,37,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1.82,0,0,482,514,32,8
TX,0,31,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,5.5,1,0,275,304,29,8
TX,1,58,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,5,1,1,302,349,47,8
TX,1,61,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1.08,0,1,542,549,7,8
VA,2,59,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,3.6,1,1,332,349,17,8
WA,1,51,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.2,0,1,422,454,32,8
WI,1,40,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2,1,1,542,574,32,8
CA,0,28,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1.16,1,1,442,474,32,9
CA,1,44,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,3.41,0,0,362,484,122,9
CA,0,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8,1,1,332,379,47,9
CA,1,39,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.7,1,1,452,484,32,9
CA,3,56,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,2.4,1,1,245,364,119,9
CA,1,47,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1.35,1,1,452,484,32,9
CA,2,41,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,3,1,1,362,394,32,9
CA,0,35,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3.2,1,1,512,534,22,9
CA,1,52,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,6,1,1,845,869,24,9
CA,1,60,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2,1,1,362,389,27,9
CA,1,68,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,57.56,1,1,302,319,17,9
CA,1,38,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2.5,0,1,542,564,22,9
CA,1,60,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,1,302,344,42,9
CO,1,36,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,4.65,0,1,407,414,7,9
