state,marrno,age,i_urban,i_citizen,i_noenglish,i_only_english,i_drive_to_work,i_asian,i_black,i_indigenous,i_white,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting,education
NJ,1,52,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,8,1,1,422,439,17,16
NJ,1,80,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,6.346,1,1,605,609,4,16
NJ,1,45,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,7.2,1,1,452,479,27,16
NJ,0,49,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,8.62,1,1,452,474,22,16
NJ,0,24,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,8.5,1,1,392,439,47,16
NJ,1,52,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,15.7,1,1,482,544,62,16
NJ,0,24,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0.5,1,1,452,514,62,16
NJ,1,54,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5.3,1,1,422,444,22,16
NJ,0,26,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,5.8,1,1,605,639,34,16
NJ,1,44,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,4.56,1,1,462,479,17,16
NJ,0,24,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,8,1,1,392,424,32,16
NJ,2,50,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,8.5,1,1,482,574,92,16
NJ,1,51,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,11,1,1,482,529,47,16
NJ,1,33,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,14.5,1,1,512,584,72,16
NJ,1,55,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,15,1,1,452,514,62,16
NJ,1,54,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,11.5,1,1,362,474,112,16
NJ,0,25,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,5,1,1,665,679,14,16
NJ,1,68,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,13.7,1,0,512,549,37,16
NJ,0,32,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,7.7,1,1,362,409,47,16
NJ,1,45,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,2.5,1,1,695,724,29,16
NJ,0,24,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0.2,0,1,452,459,7,16
NJ,0,39,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,7.5,1,1,482,524,42,16
NJ,1,44,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,7,1,1,452,514,62,16
NJ,2,42,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,8.5,1,1,392,414,22,16
NJ,1,45,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,17.5,1,1,542,594,52,16
NJ,1,76,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,13.46,1,1,452,459,7,16
NJ,1,41,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1.68,1,0,422,499,77,16
NJ,1,59,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,7.54,1,1,482,504,22,16
NJ,0,28,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,3,1,1,512,554,42,16
NJ,1,52,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,27,1,0,437,499,62,16
NJ,2,62,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,15,1,1,392,404,12,16
NJ,1,36,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,14.79,1,1,422,499,77,16
NJ,1,66,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,20,1,1,482,519,37,16
NJ,1,33,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,20.7,1,1,302,329,27,16
NJ,2,36,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1.8,1,1,482,544,62,16
NJ,1,37,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,5,1,1,332,374,42,16
NJ,0,36,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,5.5,1,1,512,544,32,16
NJ,1,58,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.2,1,1,482,514,32,16
NJ,1,39,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,8.37,1,1,422,464,42,16
NJ,1,62,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,5,1,1,362,484,122,16
NJ,1,56,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,9.6,1,1,362,399,37,16
NJ,0,25,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1.8,1,1,542,554,12,16
NJ,1,34,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,7.105,1,1,482,529,47,16
NJ,0,57,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,9.5,1,1,452,514,62,16
NJ,3,61,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,14,1,1,45,69,24,16
NJ,0,27,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,7.6,1,1,512,544,32,16
NJ,1,63,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,3.5,0,1,542,634,92,16
NJ,2,45,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,8.5,1,1,437,639,202,16
NJ,2,40,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,16,1,1,452,529,77,16
NJ,1,49,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.7,1,1,442,484,42,16
NJ,1,44,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,302,324,22,16
NJ,1,36,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,6,1,1,542,549,7,16
NJ,0,34,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.2,1,1,452,484,32,16
NJ,1,46,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,10,1,1,452,529,77,16
NJ,1,58,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,5.3,1,1,542,554,12,16
NJ,1,43,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0.6,1,1,605,609,4,16
NJ,1,39,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,8.2,1,1,482,524,42,16
NJ,0,36,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,8.22,1,1,402,424,22,16
NJ,0,34,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,2.4,1,1,362,389,27,16
NJ,0,24,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2.2,1,1,452,469,17,16
NJ,1,48,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,7.8,1,1,512,714,202,16
NJ,1,43,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,9.2,1,1,1355,1384,29,16
NJ,0,32,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,9,1,1,422,484,62,16
NJ,0,25,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,5,1,1,437,514,77,16
NJ,1,35,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,6.5,1,1,452,514,62,16
NJ,1,38,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,8.72,1,1,452,499,47,16
NJ,0,39,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,6.3,1,1,362,394,32,16
NJ,1,90,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,6.94,1,1,512,539,27,16
NJ,1,53,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0.16,1,1,572,604,32,16
NM,2,66,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,6.61,1,1,422,434,12,16
NM,1,31,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4.53,1,1,422,454,32,16
NM,0,61,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,4.7,1,1,497,509,12,16
NM,0,34,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1.7,1,1,542,559,17,16
NM,0,31,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,5.5,0,1,845,859,14,16
NM,1,56,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,3.5,1,1,452,484,32,16
NM,1,71,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,3.92,1,1,502,544,42,16
NY,1,33,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0.35,1,1,482,524,42,16
NY,1,58,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4,1,1,572,619,47,16
NY,1,65,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,4.8,1,1,512,529,17,16
NY,0,29,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,8.5,1,1,527,539,12,16
NY,2,42,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,7,1,1,472,494,22,16
NY,1,59,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,2,1,1,965,1024,59,16
NY,1,40,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,2.3,1,1,605,649,44,16
NY,0,29,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,6.7,1,1,422,469,47,16
NY,1,48,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,12,1,1,482,484,2,16
NY,0,33,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,9,1,1,422,459,37,16
NY,1,34,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7.9,1,1,452,469,17,16
NY,1,53,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,9.3,1,1,462,479,17,16
NY,1,43,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,12.512,1,1,482,494,12,16
NY,0,26,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,9.9,1,1,362,409,47,16
NY,2,59,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1.4,0,1,377,404,27,16
NY,0,51,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,10.6,1,1,422,484,62,16
NY,2,49,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,4.5,1,0,522,529,7,16
NY,1,62,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,12.12,1,1,362,464,102,16
NY,1,52,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,18.01,1,1,422,474,52,16
NY,1,53,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,5,1,1,302,324,22,16
NY,1,27,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3.8,1,1,1295,1309,14,16
NY,1,37,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2.11,1,1,347,414,67,16
NY,1,38,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,6,1,1,512,574,62,16
NY,1,45,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,9.7,1,1,462,514,52,16
NY,1,33,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,6,1,1,437,454,17,16
NY,1,59,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,6.8,1,1,477,484,7,16
NY,1,36,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,10.3,1,1,332,379,47,16
NY,1,47,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,2.8,1,1,452,464,12,16
NY,0,31,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.9,0,1,605,644,39,16
NY,1,41,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,6,0,1,362,384,22,16
NY,1,46,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,4.89,1,1,875,964,89,16
NY,2,29,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0.28,0,1,482,524,42,16
NY,0,28,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,4.8,1,1,452,489,37,16
NY,1,44,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,7.5,1,1,437,469,32,16
NY,1,67,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,31.2,1,1,482,514,32,16
NY,1,45,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,4.204,1,0,15,29,14,16
NY,0,31,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2.3,1,1,422,484,62,16
NY,1,50,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,14.3,1,1,482,529,47,16
NY,0,30,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,5,1,1,785,829,44,16
NY,1,55,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1.68,1,1,1025,1084,59,16
NY,1,55,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,2.5,1,1,422,434,12,16
NY,1,64,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3,1,0,45,94,49,16
NY,0,36,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,16,1,1,1035,1054,19,16
NY,1,58,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3,1,1,587,619,32,16
NY,0,48,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,9.002,1,1,452,489,37,16
NY,0,57,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,6.4,1,1,562,594,32,16
NY,1,30,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,7,1,1,542,549,7,16
NY,0,46,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,2.8,0,1,302,424,122,16
NY,0,24,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,6.5,1,1,452,469,17,16
NY,0,28,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,2.6,1,1,392,484,92,16
NY,0,42,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,13,1,1,482,514,32,16
NY,0,33,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,4.4,1,1,352,354,2,16
NY,1,34,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,5.5,1,1,437,469,32,16
NY,1,49,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,5,1,1,285,419,134,16
NY,1,55,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,5.6,1,1,432,494,62,16
NY,1,42,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3.2,1,1,452,479,27,16
NY,1,32,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1.5,1,1,362,424,62,16
NY,0,37,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,3,1,1,1365,1389,24,16
NY,0,49,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,12.5,1,1,332,424,92,16
NY,1,61,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2.8,1,1,452,484,32,16
NY,1,48,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3.94,1,1,482,494,12,16
NY,1,38,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,23,1,1,467,489,22,16
NY,0,54,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,5.9,1,1,452,484,32,16
NY,0,24,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1.3,1,1,452,514,62,16
NY,1,68,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,3.985,1,1,422,459,37,16
NY,1,43,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,9,1,1,422,444,22,16
NY,1,28,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,5.5,1,1,467,544,77,16
NY,2,43,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,6,1,1,1115,1129,14,16
NY,0,63,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,63.3,1,1,482,519,37,16
NY,1,36,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0.2,1,1,605,649,44,16
NY,1,36,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,3,1,1,422,444,22,16
NY,0,29,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,9.8,1,1,467,529,62,16
NY,0,37,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,7.98,1,1,457,549,92,16
NY,1,32,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1.3,1,1,542,624,82,16
NY,1,39,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7.8,1,1,542,559,17,16
NY,1,64,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,19.7,1,1,422,464,42,16
NY,1,65,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3.5,1,1,572,619,47,16
NY,1,55,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,12,1,1,512,539,27,16
NY,1,54,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,15.505,1,1,482,499,17,16
NY,1,74,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,57.5,1,1,452,474,22,16
NY,1,31,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7.7,1,1,452,514,62,16
NY,1,29,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,6.2,1,1,422,444,22,16
NY,1,56,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,5.56,1,1,452,514,62,16
NY,1,60,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,10,1,1,362,454,92,16
NY,1,31,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,5.9,1,1,542,584,42,16
NY,0,38,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,25.43,1,1,527,549,22,16
NY,2,46,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,4.87,1,1,352,414,62,16
NY,0,24,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,5.6,1,1,522,544,22,16
NY,0,27,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,7.4,1,1,482,519,37,16
NY,0,50,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,6,1,0,605,644,39,16
NY,1,62,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,10,1,1,392,439,47,16
NY,1,57,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,10,1,1,362,374,12,16
NY,1,56,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,6.91,1,1,467,559,92,16
NY,1,27,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,2.5,1,1,865,894,29,16
NY,1,43,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3.8,1,1,482,509,27,16
NY,1,55,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5,1,1,482,494,12,16
NY,1,40,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,2,1,1,452,469,17,16
NY,1,38,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,3,1,1,955,959,4,16
NY,1,55,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,15.2,1,1,422,514,92,16
NY,1,39,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,7.5,1,1,482,534,52,16
NY,1,54,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,4.5,1,1,422,434,12,16
NY,1,51,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4.505,1,1,452,474,22,16
NY,0,28,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,3.406,1,1,452,504,52,16
NY,1,58,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,11,1,1,1285,1304,19,16
NY,1,66,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,6.36,1,1,467,479,12,16
NY,0,24,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2.5,1,1,432,444,12,16
NY,0,26,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,2.66,1,1,407,469,62,16
NY,1,61,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,16,1,1,372,384,12,16
NY,1,50,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,6,1,1,422,454,32,16
NY,1,29,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3.5,1,1,542,564,22,16
NY,0,26,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,4.2,1,1,497,574,77,16
NY,1,73,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,4.35,1,0,392,439,47,16
NY,2,54,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,9.2,1,1,362,484,122,16
NY,2,52,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,3.79,1,1,362,379,17,16
NY,0,31,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1.56,1,1,542,584,42,16
NY,0,33,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2.9,1,1,422,504,82,16
NY,1,38,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0.8,1,1,542,564,22,16
NY,0,47,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,5.2,1,1,437,484,47,16
NY,1,51,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,9.1,1,1,437,449,12,16
NY,0,35,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,7,1,1,422,514,92,16
NC,1,29,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7.3,1,1,467,474,7,16
NC,1,31,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7,1,1,452,514,62,16
NC,2,53,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,9,0,1,347,379,32,16
NC,0,37,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,7,1,1,1085,1099,14,16
NC,1,48,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,16.2,1,1,482,509,27,16
NC,0,24,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,9.8,1,1,422,444,22,16
NC,1,44,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,5.5,1,1,572,584,12,16
NC,1,34,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,3.5,1,1,452,479,27,16
NC,1,46,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,5.4,1,1,422,434,12,16
NC,0,27,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,3.8,1,1,362,384,22,16
NC,1,52,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4,1,1,437,454,17,16
NC,1,49,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,5,1,1,347,549,202,16
NC,0,32,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0.8,1,1,572,589,17,16
NC,2,47,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,18,1,1,452,464,12,16
NC,1,27,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4.1,1,1,512,534,22,16
NC,1,33,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,3.8,1,1,402,439,37,16
NC,1,65,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,7.5,1,1,362,409,47,16
NC,1,32,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,9.5,1,1,482,504,22,16
NC,1,39,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3.6,1,1,1055,1074,19,16
NC,0,46,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,5.7,1,1,1065,1104,39,16
NC,1,31,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,10,1,1,482,494,12,16
NC,2,35,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,3.74,1,1,422,454,32,16
NC,1,30,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,6.212,1,1,482,494,12,16
NC,1,31,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,5.505,1,1,302,334,32,16
NC,1,35,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,3.24,1,1,402,419,17,16
NC,1,36,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,20,1,1,422,444,22,16
NC,1,50,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,3.6,1,1,402,424,22,16
NC,1,46,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5.6,1,1,462,479,17,16
NC,1,30,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,4.4,1,1,332,344,12,16
NC,1,47,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,12.5,1,1,275,324,49,16
NC,1,41,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,22,1,1,855,874,19,16
NC,2,57,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,12.5,1,1,437,459,22,16
NC,1,58,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,4.2,1,1,452,454,2,16
NC,2,48,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,6,0,1,432,469,37,16
NC,3,45,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,3.6,1,1,437,454,17,16
NC,1,72,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.6,1,1,1115,1129,14,16
NC,1,56,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,15,1,1,422,454,32,16
NC,1,43,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,8.625,1,1,392,419,27,16
NC,3,71,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,3.2,1,1,332,349,17,16
NC,0,32,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,4.8,1,1,542,549,7,16
NC,1,50,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,8,1,1,422,444,22,16
NC,0,24,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2.7,1,1,905,919,14,16
NC,1,42,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,18,1,1,362,409,47,16
NC,0,24,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,3,1,1,452,474,22,16
NC,0,48,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0.98,0,1,437,454,17,16
NC,0,27,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,4.75,1,1,537,574,37,16
ND,0,34,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,9,1,1,422,454,32,16
ND,2,42,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,5.291,1,1,437,469,32,16
ND,1,64,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,44.56,1,1,452,464,12,16
ND,1,52,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4,1,1,467,474,7,16
ND,0,24,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,5,1,1,407,509,102,16
ND,1,41,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,6,1,1,302,334,32,16
ND,1,35,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,7,1,0,452,469,17,16
ND,1,41,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,60.4,1,1,422,429,7,16
OH,1,45,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,3.7,0,1,572,609,37,16
OH,2,54,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,11.94,1,1,422,424,2,16
OH,1,53,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,10,1,1,442,474,32,16
OH,1,30,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,9,1,1,462,479,17,16
OH,1,43,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,5.9,1,1,452,474,22,16
OH,1,54,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,22.512,1,1,422,434,12,16
OH,1,61,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,6.3,1,1,437,469,32,16
OH,1,32,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,6.5,1,1,542,564,22,16
OH,1,51,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,7.2,1,1,512,544,32,16
OH,2,31,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,3.3,1,1,397,469,72,16
OH,1,56,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,6.007,1,1,482,489,7,16
OH,1,30,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,4,1,1,332,349,17,16
