state,age,i_urban,i_drive_to_work,i_physical_disability,socioeconomic_index,poverty_pct,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,personal_nonwage_income,i_health_insurance,i_moved_in_last_year,i_moved_out_of_state_in_last_year,lived_abroad_in_last_year,time_depart,time_arrive,time_commuting,education,ability,weights
CA,45,1,1,FALSE,17.25,310,0,1,0,0,1,0,6,0,1,0,0,0,392,424,32,2,-11544.084173965737,3.035795613407753e-7
CA,35,1,1,FALSE,29.13,493,1,0,0,1,1,1,5,0,1,0,0,0,377,424,47,6,-682.950316491002,2.930582300204548e-7
CA,61,1,1,FALSE,53.79,501,0,1,1,1,1,0,10.9,0,1,0,0,0,362,414,52,10,383.66054706033174,2.9506294464755926e-7
CA,26,1,1,FALSE,61.07,501,1,0,1,1,1,0,10,0,1,0,0,0,392,424,32,10,1815.0763089689935,3.1979276289190933e-7
CA,55,1,1,FALSE,27.07,501,0,1,0,1,1,0,3.57,0,1,0,0,0,382,404,22,7,1084.607194541899,2.9470821280603607e-7
CA,55,1,1,FALSE,17.82,129,0,1,0,1,1,0,1.5,0,1,0,0,0,665,684,19,6,122.09870742691237,2.9071655927466336e-7
CA,67,1,1,FALSE,38.51,501,1,0,0,1,1,0,4.73,0,1,0,0,0,422,454,32,6,-4106.908957515792,2.931757898135507e-7
CA,26,1,1,FALSE,31.06,76,1,0,1,1,0,0,1,0,1,0,0,0,402,419,17,10,7082.699511267536,2.9235382549310293e-7
CA,54,1,1,FALSE,37.97,501,0,1,0,1,1,0,8,0,0,0,0,0,437,459,22,6,-5129.20288815369,2.9118344515634496e-7
CA,40,1,1,FALSE,54.25,419,1,0,1,1,0,0,10.8,0,1,0,0,0,472,514,42,11,2301.9806453643905,2.9708088653079727e-7
CA,31,1,0,FALSE,68.34,431,0,1,1,1,1,0,10,0,1,0,0,0,452,604,152,10,2886.7696594403787,3.1183375106785465e-7
CA,43,1,1,FALSE,47.23,501,1,0,1,1,0,0,10,0,1,0,0,0,875,914,39,10,4193.37384869907,2.921193870790244e-7
CA,34,1,1,FALSE,49.42,244,1,0,1,1,1,0,3.3,0,1,0,0,0,487,514,27,10,-542.9982477661943,2.9803510799368656e-7
CA,45,0,1,FALSE,24.6,501,0,1,0,0,1,0,5,0,1,0,0,0,542,559,17,2,-10687.871696424794,3.107965015368969e-7
CA,47,1,1,FALSE,63.81,501,1,0,0,1,1,1,6,0,1,0,0,0,332,359,27,7,-5829.42431973071,2.934110458767637e-7
CA,35,1,1,FALSE,28.77,264,0,1,0,1,1,0,3.3,0,1,0,0,0,302,314,12,7,-266.3840883355351,3.0200263621111074e-7
CA,54,1,1,FALSE,21.06,501,0,1,0,0,1,0,5.4,0,1,0,0,0,482,499,17,2,-10183.56118028646,2.9282324682331964e-7
CA,38,1,1,FALSE,17.82,501,0,1,0,1,1,0,8.3,0,1,0,0,0,605,624,19,6,-3415.174294773089,3.0370119206874804e-7
CA,60,1,1,FALSE,50.01,501,1,0,1,1,1,0,2.955,0,1,0,0,0,467,484,17,11,2146.976419254921,2.9270582338411496e-7
CA,54,1,1,FALSE,24.95,286,0,1,0,1,1,0,3.7,0,1,0,0,0,332,344,12,6,-793.6820816563584,2.9624836178526196e-7
CA,25,1,1,FALSE,58.26,501,0,1,1,1,0,0,8.5,0,1,1,0,0,467,514,47,11,4213.818634107181,2.92002235873328e-7
CA,38,1,0,FALSE,31.06,76,0,1,0,1,0,0,1,0,1,1,0,0,332,344,12,8,1247.3891421272856,3.1233333874988677e-7
CA,28,1,1,FALSE,16.13,137,1,0,0,1,1,0,1.8,0,0,0,0,0,185,194,9,6,819.620654640441,2.963671559106175e-7
CA,36,1,1,FALSE,61.07,501,1,0,1,1,1,0,16.2,0,1,0,0,0,332,424,92,10,1815.0763089690008,2.9863299777228815e-7
CA,28,1,1,FALSE,71.48,501,0,1,1,1,0,0,6,0,1,0,0,0,542,704,162,10,-1980.3110455653223,2.9282324682331964e-7
CA,33,1,0,FALSE,44.39,501,0,1,1,1,1,0,7,0,1,0,0,0,422,454,32,10,3855.179695666324,2.921193870790244e-7
CA,33,1,1,FALSE,31.62,432,0,1,0,0,1,0,5.5,0,1,0,0,0,75,84,9,6,-1689.5069046170793,2.904833871143643e-7
CA,50,1,1,FALSE,22.44,413,0,1,0,0,1,0,4.5,0,1,0,0,0,275,299,24,0,-16616.027493524645,2.9235382549310293e-7
CA,55,1,1,TRUE,24.95,501,0,1,0,0,1,0,2.22,0,1,0,0,0,317,339,22,2,-11133.705932048146,2.8874033444355364e-7
CA,28,1,0,FALSE,66.22,152,0,1,1,1,0,0,2.002,0,1,1,0,0,542,559,17,10,-1387.7513883777865,3.0139823505591147e-7
CA,62,1,1,FALSE,50.01,501,1,0,1,1,1,0,2.39,0,1,0,0,0,422,439,17,11,2146.976419254923,2.957736445690321e-7
CA,30,1,1,FALSE,24.88,389,0,1,0,0,0,0,2.71,0,0,0,0,0,245,324,79,3,-9925.636440201042,2.9624836178526196e-7
CA,48,1,1,FALSE,33.18,501,1,0,1,1,1,1,17.7,0,1,0,0,0,482,524,42,10,5806.924571335607,2.976769288337647e-7
CA,29,0,1,FALSE,28.43,501,0,1,1,1,1,0,6,0,1,0,0,0,422,484,62,11,5547.7190811797645,3.050996474918467e-7
CA,60,1,1,FALSE,39.65,501,1,0,1,1,1,0,20.05,0,0,0,0,0,605,619,14,10,5235.857107029704,2.995920301146839e-7
CA,52,1,1,FALSE,70.46,501,1,0,1,1,0,0,13,0,1,0,0,0,482,494,12,10,1464.378603380581,3.043100519970241e-7
CA,51,1,1,FALSE,61.07,501,1,0,0,1,0,0,10,0,1,0,0,0,285,299,14,8,-4130.471308657114,2.9648599600003723e-7
CA,31,1,1,FALSE,24.29,501,0,1,0,1,0,0,1.5,0,1,0,0,0,542,569,27,7,604.1593934979992,3.0959514844650515e-7
CA,68,1,1,FALSE,66.22,501,0,1,1,1,1,0,11.64,0,1,0,0,0,542,554,12,11,784.9154360282264,3.0007266043162324e-7
CA,53,1,1,FALSE,38.51,356,0,1,0,1,1,0,3,0,1,0,0,0,382,424,42,6,-4106.908957515785,3.07741516945256e-7
CA,49,1,0,FALSE,53.6,501,0,1,1,1,0,0,47.9,0,1,0,0,0,512,544,32,10,2749.6101997731494,2.9153408398383237e-7
CA,67,1,1,FALSE,17.82,260,1,0,0,1,0,1,2.3,0,1,0,0,0,527,539,12,6,-3415.1742947730763,3.030935086810297e-7
CA,74,1,1,FALSE,24.11,161,0,1,0,1,1,0,2.47,0,1,0,0,0,352,399,47,6,-2715.6539105536303,3.1953710333627577e-7
CA,56,1,1,FALSE,31.23,501,1,0,0,1,1,0,3.1,0,1,0,0,0,382,414,32,6,-7255.229345051301,2.8932022853841965e-7
CA,51,1,1,FALSE,31.33,501,0,1,0,1,1,0,16.2,0,1,0,0,0,302,334,32,8,6027.4595000454865,2.9887247768045975e-7
CA,59,1,1,FALSE,24.48,490,0,1,0,0,0,0,6.5,0,1,0,0,0,377,414,37,4,-9495.619543146968,2.9518128010890897e-7
CA,26,1,1,FALSE,53.79,430,0,1,1,1,1,0,7.3,0,1,1,0,0,407,444,37,10,383.6605470603354,2.935287421820871e-7
CA,41,1,1,FALSE,28.3,501,0,1,1,1,1,0,9.57,0,1,0,0,0,512,524,12,10,10017.301257621184,3.0540897202402853e-7
CA,46,1,1,FALSE,24.87,189,1,0,0,1,1,0,1.73,0,1,1,0,0,362,389,27,8,1748.8045002557446,2.930582300204548e-7
CA,32,1,1,FALSE,38.51,271,1,0,0,0,0,0,3,0,1,1,0,0,332,354,22,2,-14986.431263843837,3.0224472419843925e-7
CA,51,1,1,FALSE,58.26,501,1,0,1,1,1,0,46.5,0,1,0,0,0,482,514,32,10,1493.9380575251707,2.994719886970585e-7
CA,25,1,1,FALSE,41.82,501,0,1,0,1,0,0,4.8,0,1,0,0,0,302,334,32,8,1198.2464598172155,3.0115680173919424e-7
CA,61,1,1,FALSE,64.09,501,1,0,1,1,1,0,3.6,0,1,0,0,0,392,409,17,10,-1168.5847233923805,2.9235382549310293e-7
CA,33,1,0,FALSE,54.79,226,1,0,1,1,0,0,3,0,1,0,0,0,482,514,32,10,543.66206537996,2.922365836131032e-7
CA,37,1,1,FALSE,26.24,91,1,0,0,1,0,0,1.85,0,1,0,0,0,367,369,2,6,-2877.456904209707,3.304469499981928e-7
CA,29,1,1,FALSE,58.54,501,1,0,1,1,1,0,12,0,1,1,0,0,482,529,47,11,3461.940215190275,2.9660488207130564e-7
CA,46,1,1,FALSE,44.4,501,1,0,1,1,1,0,3,0,1,0,0,0,512,544,32,10,3998.522157208474,2.963671559106175e-7
CA,28,1,1,FALSE,43.04,304,0,1,1,1,0,0,4,0,1,0,0,0,422,439,17,10,5103.583049198976,2.931757898135507e-7
CA,54,1,1,FALSE,49.09,501,1,0,0,1,1,0,8.753,0,1,0,0,0,1155,1164,9,6,-8902.410172967568,2.9071655927466336e-7
CA,56,1,1,FALSE,54.51,501,1,0,1,1,1,0,4.8,0,0,0,0,0,482,494,12,10,-1310.9508414647862,2.9270582338411496e-7
CA,36,1,0,FALSE,30.3,501,1,0,0,1,0,0,4.5,0,1,1,0,0,635,649,14,8,1436.3050021336894,3.045539259097943e-7
CA,54,1,1,FALSE,24.87,350,1,0,0,1,0,0,3.61,0,1,0,0,0,337,349,12,7,-936.7494232639237,2.963671559106175e-7
CA,39,1,0,FALSE,24.95,265,0,1,1,1,1,0,4.34,0,1,0,0,0,422,454,32,10,11318.424867978887,2.942358769561335e-7
CA,24,1,1,FALSE,21.41,370,0,1,0,1,0,0,0.99,0,1,0,0,0,542,589,47,7,1226.6279204128723,2.935287421820871e-7
CA,61,1,1,FALSE,19.56,249,0,1,0,1,1,1,5,0,1,0,0,0,437,454,17,6,218.88069309686398,3.074951777649865e-7
CA,30,1,1,FALSE,23.05,501,1,0,0,1,1,1,1.05,0,1,0,0,0,1085,1099,14,6,-3124.7022642193924,2.944719535201899e-7
CA,55,1,0,FALSE,36.03,493,1,0,1,1,0,0,6.5,0,1,0,0,0,695,714,19,10,3235.8594105574666,2.943538924067728e-7
CA,45,1,1,FALSE,60.08,488,1,0,1,1,1,0,5.7,0,1,0,0,0,442,449,7,10,-1057.1868021311184,2.929407156962398e-7
CA,25,1,1,FALSE,53.6,501,1,0,0,1,0,0,8.6,0,1,0,0,0,482,489,7,7,-5093.400508122271,3.16611191594579e-7
CA,43,1,0,FALSE,58.54,501,0,1,1,1,1,0,26,0,1,0,0,0,482,559,77,11,3461.9402151902905,2.9660488207130564e-7
CA,49,1,1,FALSE,61.07,501,0,1,0,1,1,0,8.7,0,1,0,0,0,482,499,17,7,-6344.565420777042,2.903668686682672e-7
CA,50,1,1,FALSE,24.6,38,0,1,0,0,1,0,1,0,1,0,0,0,392,454,62,2,-10687.871696424796,2.9887247768045975e-7
CA,33,1,0,FALSE,36.93,501,1,0,1,1,1,0,2.9,0,1,0,0,0,437,529,92,11,10571.390818872374,3.2300525300730483e-7
CA,47,1,1,FALSE,34.6,501,0,1,0,1,1,0,6,0,0,0,0,0,422,439,17,6,-7786.658691577537,2.9708088653079727e-7
CA,46,1,1,FALSE,43.51,501,0,1,1,1,1,0,16,0,1,0,0,0,452,514,62,10,1229.6481170080224,2.9911214294458814e-7
CA,37,1,1,FALSE,17.82,501,1,0,1,1,0,0,8.5,0,1,1,0,0,482,529,47,10,10699.62020493931,3.0467593364088436e-7
CA,36,1,1,FALSE,49.09,165,0,1,0,1,1,0,5,0,1,0,0,0,422,439,17,8,-3462.6490198035463,2.9731916511453845e-7
CA,25,1,1,FALSE,47.04,379,1,0,1,1,0,0,1.1,0,1,0,0,0,605,619,14,10,7387.709454424657,2.960109113556398e-7
CA,54,1,1,FALSE,63.81,501,1,0,1,1,0,0,14.08,0,1,0,0,0,332,414,82,10,2330.217410015335,2.92002235873328e-7
CA,49,1,1,FALSE,24.29,501,1,0,0,1,0,0,3.12,0,0,0,0,0,695,714,19,7,604.1593934979992,2.9875271456584156e-7
CA,51,1,1,FALSE,21.76,501,1,0,0,0,1,0,2.75,0,1,0,0,0,377,414,37,2,-11283.341314856772,3.0019293426237586e-7
CA,63,1,1,FALSE,24.95,443,0,1,0,0,1,0,4,0,1,0,0,0,665,694,29,6,-254.18362572009346,2.994719886970585e-7
CA,24,1,0,FALSE,63.81,137,1,0,1,1,0,0,1.8,0,1,1,1,0,362,399,37,10,3176.1126677280554,2.886244901620859e-7
CA,32,1,1,FALSE,45.83,456,1,0,1,1,0,0,6,0,1,1,0,0,532,559,27,11,3614.095460020959,3.0370119206874804e-7
CA,47,1,1,FALSE,62.52,501,1,0,1,1,1,0,10.001,0,1,1,0,0,452,514,62,11,617.8244301447558,2.9482641101382146e-7
CA,61,1,1,FALSE,47.88,501,0,1,0,1,1,0,15,0,1,0,0,0,605,634,29,7,-4551.016854195885,2.936464840267039e-7
CA,68,1,1,FALSE,24.87,124,1,0,0,1,0,1,1.5,0,1,0,0,0,482,514,32,6,-3690.9566529082804,2.900175836569616e-7
CA,47,1,1,FALSE,29.71,501,1,0,0,1,0,0,7.6,0,1,0,0,0,407,469,62,6,-4020.0501314314533,2.9130027955387477e-7
CA,68,1,1,FALSE,48.65,501,0,1,0,1,1,1,10.9,0,1,0,0,0,605,649,44,8,-245.7823326792859,2.9235382549310293e-7
CA,28,1,1,FALSE,35.78,501,1,0,1,1,1,0,20.6,0,1,0,0,0,542,559,17,10,7103.589700064564,2.9247111273656893e-7
CA,33,1,1,FALSE,47.88,501,1,0,1,1,0,0,12.4,0,1,0,0,0,422,429,7,11,6928.221964081047,2.8955250042122807e-7
CA,74,1,1,FALSE,24.87,404,0,1,0,1,1,1,8.02,0,1,0,0,0,542,549,7,8,1748.8045002557446,2.910666559471332e-7
CA,38,1,1,FALSE,21.76,400,0,1,0,1,1,0,4,0,1,0,0,0,422,454,32,6,-990.9475829093317,3.004336215516715e-7
CA,36,1,1,FALSE,60.08,501,0,1,1,1,1,0,7,0,0,0,0,0,482,514,32,10,-1057.1868021311166,2.956550799974705e-7
CA,47,1,1,FALSE,28.43,501,1,0,1,1,1,0,9.6,0,1,0,0,0,422,484,62,10,2827.8385045977557,2.9153408398383237e-7
CA,45,1,1,FALSE,43.51,354,0,1,1,1,1,0,9,0,1,0,0,0,245,319,74,10,1229.6481170080224,3.0382286985832893e-7
CA,48,1,1,FALSE,38.51,360,1,0,0,1,0,1,4.78,0,1,0,0,0,482,524,42,7,-1387.0283809337716,2.9235382549310293e-7
CA,47,1,1,FALSE,40.61,272,0,1,0,1,1,0,3.01,0,1,0,0,0,422,449,27,7,595.0222268092784,2.9235382549310293e-7
CA,36,1,0,FALSE,80.26,501,0,1,1,1,1,0,20,0,1,0,0,0,542,604,62,11,966.5413233556901,3.1953710333627577e-7
CA,28,1,1,FALSE,54.56,456,0,1,1,1,0,0,6,0,1,0,0,0,362,394,32,10,2038.3837066217457,2.9779627570318316e-7
CA,38,1,1,FALSE,29.71,295,1,0,0,1,0,0,3.9,0,0,0,0,0,522,564,42,8,1978.380751740855,2.9282324682331964e-7
CA,43,1,1,FALSE,49.52,397,0,1,0,1,1,0,4.5,0,1,0,0,0,482,499,17,6,-6151.3476232642315,2.9923204512996447e-7
CA,63,1,1,FALSE,60.08,501,1,0,1,1,0,0,8,0,1,0,0,0,437,484,47,11,1662.6937744508905,2.957736445690321e-7
CA,43,0,1,FALSE,47.88,432,1,0,1,1,1,0,6,0,1,0,0,0,472,504,32,10,3608.6248755501474,3.0630308465870555e-7
CA,31,1,1,FALSE,47.88,501,0,1,1,1,0,0,12,0,1,0,0,0,302,324,22,10,4208.34138749904,3.0067449513142934e-7
CA,34,1,1,FALSE,19.56,364,1,0,0,0,0,0,3,0,1,0,0,0,275,304,29,4,-5516.239636251503,3.005540350462335e-7
CA,29,1,1,FALSE,58.54,501,1,0,1,1,0,0,11,0,1,0,0,0,572,589,17,10,143.35706429051197,2.969618163541513e-7
CA,24,1,1,FALSE,71.48,501,0,1,1,1,0,0,9.8,0,1,0,0,0,522,544,22,11,739.5695310166884,2.999524331194664e-7
CA,37,1,0,FALSE,58.54,501,0,1,1,1,1,0,18.5,0,1,0,0,0,507,539,32,11,2863.2376408725395,2.917680693769619e-7
CA,64,1,1,FALSE,64.27,501,0,1,1,1,1,0,16.9,0,1,0,0,0,255,304,49,11,3176.908142456625,2.931757898135507e-7
CA,37,1,1,FALSE,30.3,197,1,0,1,1,0,0,4,0,1,0,0,0,452,474,22,11,9148.79906809719,2.894363420163925e-7
CA,51,1,1,FALSE,25.45,417,1,0,0,1,1,0,1.4,0,1,0,0,0,725,754,29,6,-2700.347106140929,2.935287421820871e-7
CA,33,1,1,FALSE,31.33,202,0,1,0,1,1,0,2.26,0,1,0,0,0,422,444,22,6,587.6983468814542,2.96129613606193e-7
CA,28,1,1,FALSE,64.56,273,0,1,0,1,1,0,4.3,0,1,1,0,0,392,444,52,6,-10617.825011903034,2.8966870377030953e-7
CA,74,1,1,FALSE,27.84,501,0,1,1,1,1,1,2.66,0,1,0,0,0,452,484,32,11,9981.47253675728,2.92002235873328e-7
CA,38,1,1,FALSE,24.87,297,1,0,0,1,0,0,3.06,0,1,0,0,0,452,484,32,6,-3690.9566529082845,2.921193870790244e-7
CA,45,1,1,FALSE,47.88,415,1,0,1,1,0,0,5.5,0,1,0,0,0,482,514,32,10,4208.3413874990365,2.9388210440430523e-7
CA,51,1,1,FALSE,37.97,501,0,1,0,1,1,0,7.8,0,1,0,0,0,542,574,32,7,1882.320725921847,2.949446549550974e-7
CA,56,1,1,FALSE,43.51,501,0,1,1,1,0,1,57.1,0,1,0,0,0,482,529,47,11,4441.45860384492,2.9130027955387477e-7
CA,35,1,1,FALSE,36.93,501,0,1,1,1,0,0,7.105,0,0,0,0,0,452,499,47,10,7851.510242290361,2.921193870790244e-7
CA,38,1,1,FALSE,48.34,501,1,0,0,1,0,0,6.8,0,1,0,0,0,402,439,37,7,-7094.882845085864,3.154733374588781e-7
CA,31,1,1,FALSE,36.09,165,1,0,0,1,0,0,2.88,0,1,0,0,0,392,464,72,6,-6755.7002833190345,2.917680693769619e-7
CA,56,1,1,FALSE,21.3,91,0,1,0,1,0,1,1.2,0,0,0,0,0,542,554,12,6,377.8860148869735,2.941179071506108e-7
CA,42,1,1,FALSE,21.3,188,0,1,0,0,0,0,2.5,0,0,0,0,0,362,514,152,2,-10501.636291441075,3.009155551458372e-7
CA,33,1,1,FALSE,0,171,0,1,1,1,1,0,3.1,0,1,0,0,0,285,299,14,10,5210.901424416461,2.9470821280603607e-7
CA,65,1,1,FALSE,40.61,501,1,0,0,1,0,0,9.5,0,1,0,0,0,377,424,47,7,595.0222268092766,2.9025039528828687e-7
CA,36,1,1,FALSE,31.47,359,1,0,1,1,0,0,4.29,0,1,0,0,0,452,459,7,11,7629.269809380683,2.9755762812441887e-7
CA,46,1,1,FALSE,63.81,501,0,1,1,1,1,0,24,0,1,0,0,0,512,529,17,10,3176.112667728041,2.985133272818839e-7
CA,50,1,1,FALSE,64.56,501,0,1,0,1,0,1,15.8,0,1,0,0,0,165,274,109,6,-10803.91126365232,2.9624836178526196e-7
CA,56,1,1,FALSE,29.71,399,1,0,0,1,1,0,5,0,1,0,0,0,482,484,2,7,-741.4998248411539,2.932933950931204e-7
CA,49,1,1,FALSE,47.88,501,1,0,1,1,1,0,11,0,1,0,0,0,437,469,32,10,4208.34138749904,2.905999506440151e-7
CA,48,1,1,FALSE,35.78,501,0,1,0,1,1,0,7.2,0,1,0,0,0,332,364,32,6,-3775.9326062634937,2.921193870790244e-7
CA,59,1,1,FALSE,46.45,501,0,1,1,1,1,0,14.5,0,1,0,0,0,482,494,12,11,4435.123625579392,2.92002235873328e-7
CA,25,1,0,FALSE,47.04,42,1,0,1,1,0,0,0.55,0,1,1,0,0,512,534,22,10,6209.075587705269,3.0467593364088436e-7
CA,38,1,1,FALSE,15.54,265,1,0,1,1,0,0,3.5,0,1,0,0,0,482,529,47,10,14412.856738025393,3.005540350462335e-7
CA,43,1,1,FALSE,55.92,463,0,1,1,1,1,0,12,0,1,0,0,0,482,539,57,10,2721.5166416963693,3.355000291563482e-7
CA,70,1,1,FALSE,50.17,501,1,0,1,1,1,0,57.7,0,1,0,0,0,572,599,27,11,1719.7585708880297,2.9518128010890897e-7
CA,52,1,1,FALSE,17.25,501,0,1,0,1,0,0,7.2,0,1,0,0,0,332,354,22,8,2993.26511728048,2.9482641101382146e-7
CA,58,1,1,FALSE,28.65,456,1,0,0,1,0,0,6,0,1,0,0,0,327,364,37,6,-3469.7076305969094,2.8885622354772593e-7
CA,54,1,1,FALSE,13.88,245,1,0,0,0,0,0,2.86,0,1,0,0,0,285,299,14,1,-12795.39626991759,2.954180884091153e-7
CA,36,1,1,FALSE,22.44,286,0,1,0,1,0,0,3.77,0,1,0,0,0,245,334,89,7,2423.1365425494423,3.0528668077393864e-7
CA,24,0,1,FALSE,24.29,137,1,0,0,0,0,0,1.8,0,1,0,0,0,437,459,22,6,-1197.4926744142867,3.101855180923219e-7
CA,55,1,1,FALSE,29.71,411,1,0,1,1,0,0,5.4,0,1,0,0,0,965,1024,59,10,6859.472174896604,3.168645865127545e-7
CA,30,1,1,FALSE,42.69,501,0,1,0,1,1,0,18.5,0,1,0,0,0,482,484,2,7,-1813.3184198323434,2.963671559106175e-7
CA,37,1,1,FALSE,68.34,501,1,0,1,1,1,0,11.9,0,1,0,0,0,392,399,7,11,2387.21651268148,2.921193870790244e-7
CA,42,1,1,FALSE,31.06,157,1,0,0,1,1,0,4,0,1,0,0,0,452,484,32,6,-3796.822795060518,2.8920415996993295e-7
CA,28,1,1,FALSE,24.87,501,0,1,1,1,0,0,12.502,0,1,1,0,0,542,584,42,10,7188.565653419762,3.0688016300622565e-7
CA,38,1,1,FALSE,17.82,268,0,1,0,1,0,0,4,0,1,0,0,0,482,524,42,7,2841.979284008925,3.0236583844851455e-7
CA,60,1,1,FALSE,58.26,501,1,0,1,1,1,0,25,0,1,0,0,0,362,384,22,11,3654.72093573818,2.9141715915720684e-7
CA,39,1,1,FALSE,58.25,501,1,0,1,1,0,0,7.5,0,1,0,0,0,362,399,37,11,1721.5989794666675,2.9141715915720684e-7
CA,52,1,1,FALSE,64.09,394,0,1,1,1,0,0,8,0,1,0,0,0,452,499,47,10,-971.1803627008267,3.083581993781122e-7
CA,34,1,1,FALSE,54.25,501,1,0,1,1,1,0,6.5,0,1,0,0,0,452,474,22,10,-417.8999312176211,2.9247111273656893e-7
CA,49,1,0,FALSE,30.3,501,1,0,0,1,1,0,3,0,1,0,0,0,407,499,92,6,-4450.603814812872,2.932933950931204e-7
CA,34,1,1,FALSE,26.09,444,0,1,1,1,0,0,5.9,0,1,1,0,0,397,429,32,10,8435.35221879706,3.007950018252859e-7
CA,60,1,1,FALSE,70.46,501,0,1,0,1,0,0,25,0,1,0,0,0,975,1009,34,6,-9415.143702947476,2.998322523079132e-7
CA,49,1,1,FALSE,80.26,501,1,0,1,1,1,0,20,0,1,0,0,0,437,459,22,11,966.5413233556901,2.8920415996993295e-7
CA,42,1,1,FALSE,58.54,501,0,1,1,1,0,1,10,0,1,0,0,0,572,584,12,10,143.35706429051152,2.931757898135507e-7
CA,46,1,1,FALSE,24.29,190,1,0,0,1,0,0,2.5,0,1,1,0,0,452,474,22,6,-1197.4926744142858,3.043100519970241e-7
CA,49,1,1,FALSE,35.78,501,1,0,0,1,1,0,3.9,0,1,1,0,0,402,419,17,6,-3775.932606263489,3.026082075521118e-7
CA,39,1,1,FALSE,67.12,501,1,0,1,1,1,0,12,0,1,0,0,0,362,424,62,11,1003.9462626317109,2.916510540512491e-7
CA,46,1,1,FALSE,24.95,501,0,1,0,1,1,0,9.5,0,1,0,0,0,1325,1374,49,7,2465.6969508619222,2.941179071506108e-7
CA,32,1,1,FALSE,36.09,501,0,1,1,1,0,0,13,0,1,0,0,0,362,404,42,10,4123.8220230090155,2.954180884091153e-7
CA,24,1,1,FALSE,31.06,264,0,1,1,1,0,0,0.25,0,1,0,0,0,542,604,62,10,6687.150295291314,2.9839370307672006e-7
CA,33,0,1,FALSE,41.57,501,0,1,0,1,1,1,9.7,0,1,0,0,0,1325,1364,39,6,-1692.0920014181538,3.0080561792198365e-7
CA,46,1,1,FALSE,61.07,501,1,0,1,1,1,1,10.2,0,1,0,0,0,362,384,22,10,1309.289844506915,3.0188166243762904e-7
CA,58,1,1,FALSE,19.3,89,0,1,0,0,1,0,2.34,0,1,0,0,0,605,639,34,4,-4583.311599333569,3.0602113839842723e-7
CA,49,1,1,FALSE,44.4,501,1,0,1,1,0,0,10,0,1,1,0,0,542,634,92,11,6718.4027337904845,3.0860520653173307e-7
CA,44,1,1,FALSE,60.08,501,1,0,1,1,0,0,9.2,0,1,0,0,0,347,374,27,11,1673.1000162223427,3.0188166243762904e-7
CA,33,1,0,FALSE,80.26,501,0,1,1,1,1,1,7.7,0,1,1,0,0,482,514,32,11,966.5413233556828,3.0492009074376726e-7
CA,35,1,1,FALSE,27.07,501,1,0,0,1,0,0,8.5,0,1,0,0,0,512,544,32,7,2102.8509016903117,3.017607354534616e-7
CA,33,1,1,FALSE,65.06,501,0,1,1,1,0,0,12.82,0,0,0,0,0,1275,1284,9,11,971.0601130602226,3.0467593364088436e-7
CA,55,1,1,FALSE,31.47,379,1,0,0,1,0,1,4.89,0,1,0,0,0,542,554,12,7,-3250.2524969473743,3.0224472419843925e-7
CA,37,1,1,FALSE,61.07,501,1,0,1,1,1,0,3.2,0,1,0,0,0,1355,1384,29,10,1815.0763089689972,2.904833871143643e-7
CA,51,1,1,FALSE,30.3,363,1,0,0,1,1,0,3.6,0,1,0,0,0,437,469,32,8,989.1573383511532,3.0382286985832893e-7
CA,30,1,0,FALSE,68.34,501,1,0,1,1,1,0,16,0,1,0,0,0,557,594,37,11,5606.650236022397,2.943538924067728e-7
CA,34,1,1,FALSE,56.49,501,1,0,1,1,1,0,3.1,0,1,0,0,0,497,539,42,10,2740.693409462958,2.903668686682672e-7
CA,63,1,1,FALSE,47.88,501,0,1,1,1,1,1,10,0,1,0,0,0,542,569,27,10,4208.341387499039,2.9025039528828687e-7
CA,34,1,1,FALSE,22.65,219,0,1,0,0,1,0,5,0,1,0,0,0,285,309,24,3,-9852.190342619353,2.998322523079132e-7
CA,64,1,1,FALSE,21.3,501,0,1,0,0,1,0,6.91,0,1,0,0,0,397,419,22,3,-7781.755714859064,2.935287421820871e-7
CA,31,1,1,FALSE,36.93,346,1,0,0,1,0,0,2.44,0,1,0,0,0,635,654,19,8,611.4707705855308,3.0297211298820693e-7
CA,33,1,1,FALSE,21.41,413,0,1,0,0,1,0,11.3,0,1,0,0,0,755,814,59,5,-4213.133232751148,2.9923204512996447e-7
CA,28,1,1,FALSE,30.61,218,0,1,0,1,0,0,2,0,1,0,0,0,542,559,17,6,-1954.2870395619339,2.904833871143643e-7
CA,53,1,1,FALSE,30.3,501,1,0,0,1,1,0,3.36,0,1,1,0,0,447,469,22,6,-4003.4561510303392,2.9235382549310293e-7
CA,37,1,1,FALSE,24.95,254,0,1,0,0,1,0,6,0,1,0,0,0,295,324,29,5,-2974.064202302103,3.1522101852599605e-7
CA,38,1,1,FALSE,58.54,501,1,0,1,1,1,0,14,0,1,0,0,0,422,464,42,10,143.3570642905106,2.9388210440430523e-7
CA,37,1,0,FALSE,68.34,489,0,1,1,1,0,0,6.5,0,1,0,0,0,527,549,22,10,2886.7696594403787,2.936464840267039e-7
CA,30,1,1,FALSE,46.26,501,1,0,1,1,1,0,6,0,1,0,0,0,337,369,32,10,3112.8613413408566,2.9827412513889463e-7
