state,age,i_urban,i_drive_to_work,i_physical_disability,socioeconomic_index,poverty_pct,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,personal_nonwage_income,i_health_insurance,i_moved_in_last_year,i_moved_out_of_state_in_last_year,lived_abroad_in_last_year,time_depart,time_arrive,time_commuting,education,ability,weights
NY,38,0,0,FALSE,46.45,205,0,1,1,1,0,0,2.7,0,1,0,0,0,407,414,7,11,4435.123625579396,2.9297143530519256e-7
NY,51,1,1,FALSE,33.68,372,0,1,0,1,0,0,4.9,0,1,0,0,0,332,359,27,7,1046.230305447556,2.958922550158385e-7
NY,49,1,1,FALSE,17.82,325,0,1,0,1,1,0,4.89,0,1,0,0,0,302,364,62,6,122.09870742691419,3.078647580255416e-7
NY,48,0,0,FALSE,53.6,501,0,1,1,1,1,0,67,0,1,0,0,0,452,514,62,11,5469.4907763551455,2.9587091662723266e-7
NY,27,1,1,FALSE,35.78,190,0,1,0,1,0,0,2.5,0,1,0,0,0,1395,1399,4,6,-3775.932606263489,2.9270582338411496e-7
NY,52,1,1,FALSE,80.26,501,0,1,1,1,1,0,8.5,0,1,1,0,0,422,504,82,11,966.5413233556828,2.96129613606193e-7
NY,67,0,1,FALSE,47.23,501,0,1,1,1,0,0,12.07,0,1,0,0,0,372,394,22,11,10468.535060122063,2.9703858356411744e-7
NY,64,1,0,FALSE,21.88,501,1,0,0,1,1,0,3.13,0,1,0,0,0,452,514,62,8,3876.897585164228,2.998322523079132e-7
NY,51,1,0,FALSE,47.88,501,0,1,1,1,0,0,22.04,0,1,1,0,0,472,499,27,10,4208.3413874990365,2.942358769561335e-7
NY,55,0,0,FALSE,24.29,179,1,0,0,1,0,0,2.36,0,1,0,0,0,452,499,47,6,-2115.721183084013,3.1325228753840994e-7
NY,58,0,1,FALSE,58.54,501,0,1,1,1,1,0,13.94,0,1,0,0,0,467,569,102,10,742.0596386082616,3.0139844086850814e-7
NY,25,1,0,FALSE,23.05,283,0,1,1,1,0,0,3.712,0,1,0,0,0,625,634,9,10,7754.8200421086585,2.922365836131032e-7
NY,55,1,1,FALSE,24.11,501,0,1,0,0,1,0,3.5,0,1,0,0,0,15,49,34,4,-8155.4150637176535,2.9270582338411496e-7
NY,41,0,1,TRUE,47.88,170,1,0,1,1,1,1,3.5,0,1,0,0,0,512,544,32,10,4208.3413874990365,3.040205272851565e-7
NY,58,1,1,FALSE,60.08,501,1,0,1,1,1,0,9.2,0,1,0,0,0,422,464,42,11,1662.6937744508905,3.034579776562087e-7
NY,50,1,1,FALSE,61.07,501,1,0,1,1,1,0,30,0,1,0,0,0,347,374,27,10,1309.289844506915,2.976769288337647e-7
NY,39,1,0,FALSE,42.5,409,1,0,0,1,0,0,7.1,0,1,0,0,0,482,494,12,7,-2032.9994969345535,3.130841712499958e-7
NY,28,1,0,FALSE,25.8,114,1,0,0,1,0,0,2,0,1,0,0,0,512,544,32,7,-991.6682870644681,2.916510540512491e-7
NY,28,1,1,FALSE,27.07,226,0,1,0,1,0,0,3,0,1,1,1,0,532,539,7,7,1084.6071945418971,3.057761297506103e-7
NY,45,1,1,FALSE,80.53,501,0,1,1,1,1,0,66.5,0,1,0,0,0,332,349,17,11,-4.095150517241564,2.9188512997848215e-7
NY,44,0,1,FALSE,47.88,501,0,1,1,1,1,0,12.5,0,1,0,0,0,392,439,47,10,3608.6248755501438,3.0896709085364364e-7
NY,41,0,1,FALSE,61.07,304,0,1,0,1,0,0,4,0,1,0,0,0,605,644,39,7,-6850.351885239119,3.034226375065549e-7
NY,54,1,1,FALSE,17.82,501,0,1,0,1,1,0,5.2,0,1,0,0,0,605,619,14,6,122.09870742691419,2.904833871143643e-7
NY,60,1,1,FALSE,21.41,385,1,0,0,1,1,0,3.6,0,1,0,0,0,382,404,22,6,-1493.2526561691375,2.88277226080582e-7
NY,68,0,0,FALSE,80.26,501,1,0,0,1,0,0,8.98,0,1,0,0,0,512,529,17,7,-9912.98098297236,2.999775898269211e-7
NY,44,1,1,FALSE,36.03,501,1,0,1,1,0,0,10.3,0,1,0,0,0,452,464,12,11,5955.739987139488,3.0163985524051156e-7
NY,44,1,0,FALSE,58.26,501,1,0,1,1,1,1,14,0,1,0,0,0,497,514,17,10,1493.9380575251707,3.3137220763972163e-7
NY,24,1,0,FALSE,44.4,501,1,0,1,1,1,0,1.4,0,1,0,0,0,542,589,47,10,2925.182478796858,2.8920415996993295e-7
NY,25,0,1,FALSE,36.79,150,1,0,0,1,0,0,3.072,0,1,1,0,0,482,529,47,6,-5121.4521257585075,2.961040887875317e-7
NY,25,1,1,FALSE,48.78,411,1,0,1,1,1,0,3,0,1,0,0,0,482,514,32,10,3245.581557758218,3.0688016300622565e-7
NY,27,1,0,FALSE,47.88,501,1,0,1,1,0,0,6.7,0,1,0,0,0,542,579,37,10,4208.34138749904,2.9153408398383237e-7
NY,38,1,0,FALSE,46.67,476,1,0,1,1,0,0,6.3,0,1,0,0,0,472,514,42,11,6508.589638148407,2.910666559471332e-7
NY,56,1,1,FALSE,26.16,352,1,0,0,1,0,0,6,0,1,0,0,0,442,474,32,7,4566.652439325965,2.8955250042122807e-7
NY,46,0,1,FALSE,21.88,366,1,0,0,1,1,0,1.1,0,1,0,0,0,965,969,4,6,-2263.5168596253807,2.980933528969833e-7
NY,45,1,0,FALSE,44.4,501,0,1,1,1,1,0,35,0,1,0,0,0,512,524,12,10,3998.52215720847,3.0860520653173307e-7
NY,41,1,1,FALSE,21.3,488,0,1,0,1,1,0,4.52,0,1,0,0,0,402,414,12,7,3097.7665914689896,2.942358769561335e-7
NY,28,1,0,FALSE,24.29,52,1,0,0,1,0,0,1.7,0,1,0,0,0,452,464,12,6,-1197.4926744142867,2.9118344515634496e-7
NY,40,1,0,FALSE,25.45,227,0,1,0,1,0,0,3,0,1,0,0,0,542,589,47,7,19.53347044108341,2.894363420163925e-7
NY,30,1,0,FALSE,47.88,501,1,0,1,1,0,0,9.5,0,1,0,0,0,557,579,22,10,4208.341387499038,3.05898610379292e-7
NY,44,1,1,FALSE,30.61,501,0,1,0,1,1,0,8,0,1,0,0,0,422,439,17,7,1097.7833826390124,2.96129613606193e-7
NY,48,1,0,FALSE,47.88,501,1,0,1,1,0,0,66.5,0,1,0,0,0,512,534,22,11,6328.505452132202,3.0297211298820693e-7
NY,58,1,1,FALSE,53.6,501,0,1,0,1,1,0,15,0,1,0,0,0,512,524,12,6,-7813.281084704286,3.007950018252859e-7
NY,33,0,1,FALSE,21.3,75,0,1,0,1,0,0,1.3,0,1,0,0,0,482,504,22,7,3071.4862274242023,3.035421229633812e-7
NY,52,1,1,FALSE,58.54,501,0,1,1,1,1,0,26.3,0,1,0,0,0,512,529,17,10,143.35706429052516,2.9660488207130564e-7
NY,27,1,0,FALSE,54.56,374,1,0,1,1,0,0,4.9,0,0,0,0,0,482,534,52,10,75.7152909808101,2.943538924067728e-7
NY,61,0,1,FALSE,44.4,468,1,0,0,1,1,0,2.67,0,1,0,0,0,665,679,14,7,-4161.1195725375655,3.022303217434293e-7
NY,49,0,1,FALSE,47.86,501,0,1,0,1,1,0,4.3,0,1,0,0,0,317,344,27,6,-2379.778538918695,2.98210776336188e-7
NY,47,1,0,FALSE,41.82,408,0,1,0,1,1,0,8,0,1,0,0,0,377,479,102,6,-4241.514693346813,2.9839370307672006e-7
NY,71,1,1,FALSE,80.26,501,0,1,1,1,1,0,67.1,0,1,0,0,0,422,434,12,11,966.5413233556319,2.9376427142823433e-7
NY,38,1,1,FALSE,60.08,501,0,1,1,1,1,1,15,0,1,1,0,0,407,424,17,11,1673.10001622235,2.9720000277831766e-7
NY,39,1,0,FALSE,47.88,402,1,0,1,1,1,0,5.3,0,1,0,0,0,542,634,92,11,6928.221964081044,2.8781483377214554e-7
NY,53,1,1,FALSE,36.7,501,1,0,0,1,1,1,2.2,0,1,0,0,0,605,619,14,8,-1308.893428996722,2.939999829725506e-7
NY,51,1,1,FALSE,24.95,501,0,1,0,1,1,1,5.3,0,1,0,0,0,275,284,9,7,2465.6969508619186,2.969618163541513e-7
NY,44,0,1,FALSE,47.9,501,1,0,1,1,0,0,11.5,0,1,0,0,0,512,559,47,10,1163.9575239583792,2.9974142191964117e-7
NY,47,1,1,FALSE,19.3,501,1,0,0,1,1,0,5.6,0,1,0,0,0,482,499,17,6,856.4495538304618,3.097191067376547e-7
NY,62,1,0,FALSE,80.53,501,0,1,1,1,1,0,43.5,0,0,0,0,0,482,484,2,11,-4.095150517241564,2.9376427142823433e-7
NY,44,0,1,FALSE,36.31,170,0,1,0,1,1,1,3.3,0,1,0,0,0,422,469,47,7,2836.942436989153,2.940120196749542e-7
NY,78,0,1,FALSE,19.56,408,0,1,1,1,0,0,4.92,0,1,0,0,0,462,474,12,10,11098.402999424912,2.9915180094110267e-7
NY,45,1,1,FALSE,38.51,328,0,1,0,1,1,0,3.5,0,1,0,0,0,587,619,32,6,-4106.908957515792,3.071260261689037e-7
NY,34,1,0,FALSE,27.07,206,0,1,0,1,0,0,2.7,0,0,0,0,0,422,434,12,6,-617.029674891699,3.4185352386695344e-7
NY,60,0,1,FALSE,28.3,501,0,1,0,1,0,1,5.09,0,1,0,0,0,482,534,52,6,-862.221048706866,2.9378046551079456e-7
NY,25,1,1,FALSE,47.88,284,1,0,1,1,0,0,3.73,0,1,0,0,0,452,464,12,10,4208.3413874990365,3.114595672976181e-7
NY,51,0,1,FALSE,36.09,501,0,1,0,1,1,0,7.3,0,1,0,0,0,412,424,12,6,-681.6792181465171,2.9343347000165276e-7
NY,54,0,0,FALSE,29.13,188,0,1,0,1,0,0,2.46,0,0,0,0,0,372,404,32,6,-1869.0077284741722,3.0330319826340303e-7
NY,26,1,1,FALSE,24.87,501,0,1,0,1,0,0,1.2,0,1,0,0,0,542,549,7,6,-3690.9566529082804,2.9388210440430523e-7
NY,36,1,1,FALSE,47.3,501,1,0,1,1,0,0,13.5,0,1,0,0,0,572,614,42,11,7696.503528289162,3.0200263621111074e-7
NY,31,1,1,FALSE,61.07,501,1,0,1,1,1,0,7.5,0,1,0,0,0,362,404,42,10,1309.2898445069204,3.194093477152185e-7
NY,46,0,1,FALSE,19.56,83,0,1,0,1,0,0,1.1,0,1,0,0,0,245,254,9,7,2938.761269678873,3.0139844086850814e-7
NY,27,1,1,FALSE,48.34,501,0,1,1,1,0,0,2.8,0,1,0,0,0,392,414,22,10,1064.758884660172,3.009155551458372e-7
NY,36,0,1,FALSE,23.65,195,0,1,0,0,1,0,3,0,1,1,0,0,1295,1324,29,0,-16914.762329973084,2.9575439818113556e-7
NY,80,1,1,FALSE,28.43,466,1,0,1,1,0,0,5.67,0,1,0,0,0,497,499,2,10,2839.4042673356926,2.9720000277831766e-7
NY,60,1,0,FALSE,53.79,501,1,0,1,1,1,0,19.5,0,1,0,0,0,497,544,47,10,383.660547060339,2.9648599600003723e-7
NY,53,1,1,FALSE,30.3,488,1,0,1,1,1,0,5.3,0,1,0,0,0,572,599,27,10,6428.918491515178,2.917680693769619e-7
NY,49,0,1,TRUE,36.03,501,1,0,1,1,1,1,5.5,0,1,0,0,0,392,434,42,11,5329.749994711579,2.927406859239547e-7
NY,33,0,1,FALSE,62.42,501,0,1,1,1,1,0,7.8,0,1,1,0,0,452,479,27,11,2321.6497990137123,2.9926963391717357e-7
NY,29,1,1,FALSE,24.87,7,0,1,0,1,0,0,0.1,0,0,1,0,0,542,564,22,6,-3656.6299998459326,3.0297211298820693e-7
NY,35,1,1,FALSE,46.67,287,0,1,1,1,1,0,6.9,0,1,0,0,0,452,484,32,10,4553.052884101865,2.9755762812441887e-7
NY,55,1,1,FALSE,30.61,377,0,1,0,1,0,0,5,0,1,0,0,0,392,404,12,8,3729.6242087542423,3.004336215516715e-7
NY,58,0,1,FALSE,46.26,455,1,0,0,1,1,1,4.16,0,1,0,0,0,512,534,22,8,-2326.899811823172,2.9343347000165276e-7
NY,55,1,1,FALSE,38.51,501,1,0,1,1,1,0,6.01,0,1,0,0,0,302,379,77,10,6772.613348812267,2.929407156962398e-7
NY,41,1,1,FALSE,32.12,310,1,0,1,1,0,0,8,0,1,0,0,0,482,574,92,10,7837.3242239933825,3.015190217806891e-7
NY,65,1,1,FALSE,45.2,501,0,1,0,1,1,1,4.449,0,1,0,0,0,422,424,2,7,-4948.6505637644805,3.050422401520984e-7
NY,44,1,1,FALSE,47.88,343,1,0,1,1,0,0,4.5,0,1,0,0,0,482,529,47,10,3608.6248755501438,3.0565369649405277e-7
NY,42,1,1,FALSE,36.72,386,0,1,0,1,1,0,10,0,1,0,0,0,412,449,37,6,-2023.8051772734543,2.944719535201899e-7
NY,41,1,0,FALSE,54.51,501,1,0,1,1,0,0,7.5,0,1,1,0,0,557,604,47,10,1454.196126417235,2.931757898135507e-7
NY,43,1,0,FALSE,54.79,501,1,0,1,1,0,0,12,0,1,0,0,0,572,594,22,11,4093.388104765225,2.9025039528828687e-7
NY,51,1,1,FALSE,53.6,501,1,0,1,1,0,0,8.4,0,1,0,0,0,467,514,47,10,2749.6101997731494,2.9376427142823433e-7
NY,27,1,0,FALSE,58.25,305,0,1,1,1,0,0,4.005,0,1,0,0,0,512,529,17,10,-184.7648898574323,2.9779627570318316e-7
NY,60,1,1,FALSE,26.16,497,0,1,0,1,0,0,1.2,0,0,0,0,0,557,589,32,6,1846.7718627439535,2.904833871143643e-7
NY,59,0,1,TRUE,17.82,441,0,1,0,1,1,0,6,0,1,0,0,0,542,554,12,7,2841.9792840089212,2.9785864224943727e-7
NY,52,1,1,FALSE,47.88,479,1,0,1,1,1,0,6,0,1,0,0,0,845,854,9,11,6928.221964081051,2.934110458767637e-7
NY,25,1,0,FALSE,35.78,501,0,1,1,1,0,0,1.8,0,1,0,0,0,905,939,34,10,7103.589700064567,2.9755762812441887e-7
NY,56,0,1,FALSE,66.22,501,1,0,1,1,1,0,1.3,0,1,0,0,0,512,529,17,10,-1387.7513883777865,3.2187209714823706e-7
NY,39,1,1,FALSE,60.08,390,1,0,1,1,1,0,5.9,0,1,0,0,0,377,409,32,10,-1057.1868021311184,2.8908813629356263e-7
NY,46,1,1,FALSE,38.51,392,0,1,0,1,1,0,5.4,0,1,0,0,0,362,384,22,6,-3432.3032513250846,3.100912694585035e-7
NY,24,1,1,FALSE,45.83,303,1,0,0,1,0,0,4,0,1,1,0,0,482,504,22,7,-7360.8678128317915,3.1585218208033646e-7
NY,27,1,0,FALSE,24.29,297,1,0,0,0,0,0,4.7,0,1,0,0,0,462,484,22,6,-1197.492674414283,3.326983581790662e-7
NY,43,1,1,FALSE,58.26,501,0,1,1,1,1,0,5,0,1,0,0,0,497,504,7,10,1493.9380575251707,2.9815459345051283e-7
NY,24,1,1,FALSE,61.07,304,1,0,1,1,0,0,4,0,1,1,0,0,482,519,37,10,1309.2898445069186,3.1033961799756854e-7
NY,65,1,0,FALSE,80.53,501,1,0,1,1,0,0,67.22,0,1,0,0,0,422,439,17,11,-4.095150517241564,3.0811138325863003e-7
NY,29,0,0,FALSE,15.54,418,0,1,0,0,0,0,5.5,0,0,1,0,0,542,544,2,2,-11593.214460515774,2.933178942925873e-7
NY,32,1,1,FALSE,46.33,489,1,0,0,1,1,0,2,0,0,0,0,0,422,434,12,8,-2111.7765317289886,3.005540350462335e-7
NY,48,1,1,FALSE,36.09,501,0,1,0,1,1,0,6.6,0,1,0,0,0,392,434,42,8,-1315.939130155008,2.9282324682331964e-7
NY,35,1,0,FALSE,25.8,112,1,0,1,1,0,0,1.96,0,1,0,0,0,482,524,42,10,7167.9734426815685,2.8955250042122807e-7
NY,54,1,1,FALSE,63.81,501,1,0,1,1,0,1,15,0,1,0,0,0,497,519,22,10,2330.2174100153316,2.943538924067728e-7
NY,48,1,1,FALSE,43.51,501,0,1,1,1,1,0,5,0,1,0,0,0,542,589,47,11,4441.458603844963,2.936464840267039e-7
NY,67,1,0,FALSE,26.02,205,1,0,0,1,0,0,2.5,0,1,0,0,0,542,549,7,6,-1741.7304932294028,2.9258844536105327e-7
NY,46,0,1,FALSE,64.09,429,1,0,1,1,1,0,2.5,0,1,0,0,0,512,544,32,11,1748.7002138811877,2.9633744142163013e-7
NY,63,1,1,FALSE,46.67,485,1,0,0,1,1,0,6.8,0,1,0,0,0,452,484,32,6,-6326.469422226186,2.910666559471332e-7
NY,56,1,1,FALSE,46.67,501,0,1,1,1,1,0,11,0,1,1,0,0,482,529,47,11,6504.162281121571,2.870073669094491e-7
NY,25,0,0,FALSE,24.6,154,0,1,0,0,0,0,1.8,0,1,1,0,0,422,454,32,4,-4668.880818597493,3.044996724574565e-7
NY,44,0,1,FALSE,24.6,288,0,1,0,0,1,0,8.7,0,1,0,0,0,442,464,22,2,-10687.871696424794,3.037812325895884e-7
NY,44,1,1,FALSE,60.08,501,1,0,1,1,0,0,12.5,0,1,0,0,0,462,469,7,11,1673.10001622235,2.9971211797897837e-7
NY,32,1,1,FALSE,30.3,501,1,0,1,1,0,0,7,0,1,0,0,0,785,874,89,10,6428.918491515178,2.9376427142823433e-7
NY,54,1,1,FALSE,64.09,501,0,1,1,1,1,1,17,0,1,0,0,0,512,544,32,11,1551.2958531896438,2.930582300204548e-7
NY,42,1,1,FALSE,25.8,501,1,0,1,1,1,0,7.3,0,1,0,0,0,412,429,17,11,10152.615264294873,2.999524331194664e-7
NY,58,1,1,FALSE,60.08,293,1,0,1,1,0,0,5.76,0,1,0,0,0,452,474,22,11,1673.1000162223427,2.944719535201899e-7
NY,30,0,1,FALSE,47.88,330,1,0,0,1,1,0,4.5,0,1,0,0,0,437,464,27,8,-1831.1362776138776,2.949400299340964e-7
NY,62,1,0,FALSE,80.26,501,0,1,1,1,1,0,66.5,0,1,0,0,0,572,594,22,11,966.5413233556319,3.0811138325863003e-7
NY,40,1,1,FALSE,47.88,501,0,1,0,1,1,0,6,0,1,0,0,0,542,559,17,6,-6671.1809188290135,2.9755762812441887e-7
NY,56,1,1,FALSE,38.51,501,1,0,0,1,1,0,3.5,0,1,0,0,0,422,464,42,7,-1387.0283809337725,2.9013396695699286e-7
NY,28,1,0,FALSE,31.33,197,0,1,0,1,0,0,6,0,1,0,0,0,332,364,32,6,-1473.6003813473544,3.150949322473315e-7
NY,63,1,1,TRUE,45.45,264,0,1,0,1,1,0,3,0,1,0,0,0,367,499,132,7,-5651.208929402339,3.0272946244190436e-7
NY,55,1,1,FALSE,66.92,501,1,0,1,1,1,0,10,0,1,0,0,0,362,384,22,11,1182.3404492542977,2.929407156962398e-7
NY,28,1,1,FALSE,29.13,501,0,1,0,1,0,0,3.6,0,1,0,0,0,522,534,12,6,-1869.0077284741747,2.949446549550974e-7
NY,32,1,0,FALSE,36.7,501,1,0,1,1,1,0,15.1,0,1,0,0,0,542,584,42,11,6850.748300749328,2.941179071506108e-7
NY,33,0,1,FALSE,47.04,156,1,0,0,0,1,0,2.14,0,1,0,0,0,452,484,32,0,-24343.557013617363,2.9715559888983025e-7
NY,53,1,1,FALSE,21.41,154,1,0,0,0,1,0,2.5,0,1,0,0,0,605,664,59,6,-1493.2526561691411,2.9141715915720684e-7
NY,66,1,1,FALSE,31.33,463,0,1,0,1,1,0,3.5,0,1,0,0,0,422,454,32,6,-1473.6003813473544,2.967238141422141e-7
NY,26,1,0,FALSE,47.04,501,1,0,1,1,0,0,1.44,0,1,0,0,0,542,574,32,10,2855.2487522027677,2.9839370307672006e-7
NY,34,1,0,FALSE,63.81,416,0,1,1,1,0,0,5.5,0,1,0,0,0,482,539,57,10,2330.2174100153316,2.9553656128341037e-7
NY,37,1,1,FALSE,53.6,501,0,1,1,1,1,0,10,0,1,0,0,0,542,604,62,11,5786.121798205782,3.0019293426237586e-7
NY,34,1,0,FALSE,39.8,501,1,0,1,1,0,0,7.12,0,1,0,0,0,347,419,72,10,7461.803184295121,2.9130027955387477e-7
NY,42,1,0,FALSE,58.54,501,0,1,1,1,0,0,12.26,0,1,0,0,0,482,544,62,10,143.35706429051152,2.932933950931204e-7
NY,59,1,1,FALSE,29.81,501,0,1,0,1,1,0,6.5,0,1,0,0,0,275,294,19,6,-1266.9400362253728,3.0492009074376726e-7
NY,48,1,0,FALSE,24.29,273,1,0,0,1,1,1,2.3,0,1,0,0,0,392,454,62,6,-2115.721183084013,2.939999829725506e-7
NY,53,1,1,FALSE,47.88,501,0,1,1,1,0,0,16.3,0,1,0,0,0,665,674,9,11,6328.505452132165,2.899012453707762e-7
NY,50,1,0,TRUE,24.87,304,1,0,0,1,0,1,4,0,1,0,0,0,322,414,92,6,-3656.6299998459344,3.345636087823552e-7
NY,27,1,1,FALSE,40.91,165,1,0,0,1,1,0,4.2,0,1,0,0,0,332,364,32,6,-6488.655778148535,2.936464840267039e-7
NY,67,1,0,FALSE,54.79,501,1,0,1,1,1,0,14.77,0,1,0,0,0,512,544,32,11,4093.388104765225,2.9755762812441887e-7
NY,28,1,0,FALSE,17.82,179,0,1,1,1,0,0,2.5,0,1,0,0,0,422,514,92,10,10699.620204939307,3.0406636669515925e-7
NY,27,0,1,FALSE,24.29,155,1,0,0,1,1,1,1.54,0,1,0,0,0,332,354,22,6,-1197.492674414285,3.1251355568177207e-7
NY,63,0,1,FALSE,24.6,211,0,1,0,1,0,0,2.775,0,1,0,0,0,392,414,22,7,2911.5311864852692,2.94475665806431e-7
NY,60,1,1,FALSE,36.03,501,1,0,1,1,1,0,15,0,1,0,0,0,422,474,52,10,2609.8694181295723,3.185164408437764e-7
NY,56,1,0,FALSE,21.88,501,1,0,0,1,0,0,7.2,0,1,0,0,0,402,444,42,7,1157.0170085822137,2.9803510799368656e-7
NY,25,1,1,FALSE,23.65,260,1,0,1,1,0,0,2.5,0,1,0,0,0,482,544,62,10,10899.056620785015,2.9247111273656893e-7
NY,29,1,0,FALSE,21.41,100,0,1,0,1,0,0,0.6,0,1,0,0,0,322,414,92,6,-958.8882405165432,3.1358569531597277e-7
NY,27,0,1,FALSE,24.29,106,1,0,0,1,0,0,1.4,0,1,0,0,0,1025,1039,14,6,-1197.492674414285,2.999775898269211e-7
NY,45,0,0,FALSE,28.3,122,0,1,0,0,1,1,1.2,0,0,0,0,0,362,424,62,2,-11741.743355034923,2.9856331932641904e-7
NY,38,1,0,FALSE,21.76,82,0,1,0,1,0,0,1.08,0,1,1,1,0,302,424,122,6,-403.81900852871877,2.870073669094491e-7
NY,62,1,1,FALSE,21.3,404,0,1,0,1,1,0,3.5,0,1,0,0,0,392,414,22,6,377.8860148869753,2.932933950931204e-7
NY,34,1,1,FALSE,66.22,400,1,0,1,1,1,0,6,0,1,1,1,0,512,529,17,11,784.9154360282282,2.9887247768045975e-7
NY,53,0,1,FALSE,29.71,152,1,0,0,1,0,0,2,0,1,0,0,0,875,894,19,8,1419.7110217325735,2.993875124854189e-7
NY,48,0,1,FALSE,47.88,241,0,1,1,1,1,0,10,0,1,0,0,0,482,534,52,10,4208.341387499039,2.9482387152926086e-7
NY,54,1,1,FALSE,48.78,501,0,1,1,1,1,0,13.9,0,1,0,0,0,437,464,27,10,5082.948668957426,2.9887247768045975e-7
NY,47,1,0,FALSE,28.3,321,0,1,1,1,1,1,3.64,0,1,0,0,0,452,499,47,11,12737.181834203195,2.905999506440151e-7
NY,44,0,1,FALSE,24.29,348,1,0,0,1,1,0,4,0,1,0,0,0,442,469,27,7,1522.3879021677276,2.956379248011552e-7
NY,53,1,1,FALSE,38.38,501,0,1,0,1,1,0,8.5,0,1,0,0,0,452,469,17,7,902.0794556666051,2.9376427142823433e-7
NY,59,0,1,FALSE,18.84,497,1,0,0,1,0,0,4.4,0,1,0,0,0,377,409,32,6,-1206.570052803021,2.9985948303305823e-7
NY,41,1,1,FALSE,38.51,407,1,0,0,1,0,0,7.06,0,1,0,0,0,422,464,42,8,1332.8521956482418,2.963671559106175e-7
NY,29,1,0,FALSE,75.58,341,1,0,1,1,0,0,4.5,0,1,0,0,0,452,484,32,11,434.483395643736,2.9518128010890897e-7
NY,48,1,1,FALSE,15.59,501,0,1,1,1,1,0,3.5,0,1,0,0,0,482,534,52,10,12223.244031534063,2.934110458767637e-7
NY,59,0,1,FALSE,66.55,501,0,1,1,1,1,0,14,0,1,0,0,0,362,379,17,10,238.0703457587806,2.968046886700752e-7
NY,47,1,1,FALSE,66.22,501,0,1,1,1,1,0,34.6,0,1,0,0,0,512,534,22,10,-1934.965140553788,2.9755762812441887e-7
NY,47,1,1,FALSE,64.27,501,0,1,1,1,1,0,13.03,0,1,0,0,0,482,494,12,10,457.0275658746159,2.9731916511453845e-7
NY,70,1,1,FALSE,44.13,501,0,1,1,1,0,0,6.15,0,1,0,0,0,542,559,17,10,5389.7115260471655,2.932933950931204e-7
NY,66,1,1,FALSE,26.02,501,1,0,0,1,1,1,2.6,0,1,0,0,0,785,814,29,6,-1741.7304932294023,2.952996613568557e-7
NY,54,0,1,FALSE,31.33,216,0,1,0,1,1,0,1.82,0,1,0,0,0,417,429,12,7,3307.578923463465,2.927406859239547e-7
NY,89,0,1,TRUE,24.29,501,0,1,0,1,0,1,6,0,1,0,0,0,995,1014,19,6,-1197.492674414283,2.9879857538963205e-7
NY,48,1,0,FALSE,57.26,501,0,1,1,1,1,1,23.5,0,1,0,0,0,572,614,42,10,1106.5770266696054,2.9779627570318316e-7
NY,25,1,1,FALSE,61.07,501,1,0,1,1,0,0,10.5,0,1,0,0,0,332,384,52,10,1815.0763089689972,2.994719886970585e-7
NY,35,0,1,FALSE,58.54,422,0,1,1,1,1,0,8.16,0,1,0,0,0,452,484,32,11,2863.237640872525,3.064236846239924e-7
NY,40,0,1,FALSE,36.03,501,1,0,1,1,1,0,2.5,0,1,0,0,0,512,524,12,11,5955.739987139487,2.996234064690018e-7
NY,46,1,1,FALSE,54.56,501,1,0,1,1,1,0,2.1,0,1,0,0,0,467,489,22,10,2038.383706621753,2.934110458767637e-7
NY,53,0,1,FALSE,62.45,501,0,1,1,1,1,0,9.003,0,1,0,0,0,875,889,14,10,8.310574874922168,2.9950543666347913e-07
NY,29,1,1,FALSE,37.97,501,0,1,1,1,0,0,7.8,0,1,0,0,0,382,389,7,10,8512.914842476566,3.2912949214370776e-7
NY,37,1,1,FALSE,36.19,430,0,1,0,1,1,0,5.4,0,1,0,0,0,845,864,19,6,-2398.66135602024,2.9899228713406545e-7
NY,41,1,0,FALSE,58.26,501,0,1,1,1,1,0,12,0,1,1,0,0,467,539,72,11,4213.818634107178,2.8920415996993295e-7
NY,35,1,1,FALSE,27.08,392,1,0,0,1,0,0,6.9,0,1,0,0,0,452,499,47,8,4372.012102858062,2.954180884091153e-7
NY,27,1,1,FALSE,49.09,284,1,0,1,1,1,0,2.8,0,1,1,0,0,512,544,32,10,3213.30588801307,2.9708088653079727e-7
NY,41,1,1,FALSE,47.88,501,0,1,1,1,1,0,13.3,0,1,1,0,0,482,534,52,10,3608.6248755501438,2.889721574919457e-7
NY,47,0,1,FALSE,66.22,442,1,0,1,1,1,0,2,0,1,0,0,0,512,544,32,11,784.9154360282264,3.041402440787099e-7
NY,58,1,0,FALSE,54.25,501,1,0,1,1,0,1,1.06,0,1,0,0,0,422,484,62,10,-417.8999312176238,2.929407156962398e-7
NY,55,1,1,FALSE,54.25,501,0,1,1,1,1,0,9.4,0,1,0,0,0,512,524,12,11,2301.9806453643905,2.92002235873328e-7
NY,45,1,1,FALSE,19.56,262,0,1,1,1,1,0,2.5,0,1,0,0,0,342,349,7,10,10803.043823240576,3.0443196536792466e-7
NY,58,1,1,FALSE,60.08,501,1,0,1,1,0,0,12.2,0,1,0,0,0,427,449,22,11,1673.10001622235,2.9624836178526196e-7
NY,66,1,1,FALSE,24.95,501,0,1,0,1,1,0,6.7,0,1,0,0,0,377,404,27,6,-793.6820816563559,2.88277226080582e-7
